LONG_EAST,LAT_NORTH,TOPOGRAPHY,MOLA_RANGE,PLANET_RAD,C,A,EMPHEMERIS_TIME,UTC,ORBIT
90.38497,1.16668,-1853.22878,394588.03917,3385729.00325,1.13187,0.01979,9972819.88427,2000-04-25T22:33:43.634,14891.67970
90.39499,1.39393,-1846.23052,394717.04287,3385664.41007,1.14215,0.02149,10244979.21819,2000-04-29T02:09:40.296,14987.00324
90.40499,0.82875,-1821.73171,394503.90272,3385664.87225,1.14188,0.01742,10247882.94581,2000-04-29T02:57:42.727,14999.68499
90.41501,1.59839,-1859.38038,394798.48718,3385655.51396,1.14155,0.01858,10255588.81960,2000-04-29T05:06:07.497,15003.46875
90.42500,1.15576,-1841.67918,394629.71814,3385664.23632,1.13903,0.01810,10307593.45188,2000-04-29T19:32:59.789,15009.86791
90.43500,1.10998,-1835.24170,394618.58975,3385672.54646,1.14075,0.01822,10355653.17648,2000-04-30T08:54:02.672,15017.00577
90.44501,1.08305,-1844.32635,394592.28481,3385673.03726,1.14737,0.02015,10328750.16760,2000-04-30T01:25:38.469,15019.60889
90.45501,0.97762,-1831.85840,394564.62376,3385651.27327,1.14120,0.01839,10329110.11993,2000-04-30T01:31:26.979,15018.27158
90.46501,1.01896,-1825.75969,394590.87953,3385663.47136,1.14283,0.01836,10291304.80197,2000-04-29T15:01:20.921,15009.78380
90.47499,1.33197,-1846.55732,394680.97376,3385664.56041,1.13785,0.02097,10363529.10923,2000-04-30T11:05:10.032,15022.61963
90.48499,0.98009,-1823.89150,394549.88993,3385687.32969,1.14247,0.02235,10471737.52446,2000-05-01T17:08:40.111,15041.27084
90.49499,1.35678,-1819.57576,394720.17235,3385661.32311,1.14211,0.02187,10318882.16421,2000-04-29T22:40:59.112,15013.60211
90.50499,0.72155,-1808.28276,394430.10742,3385681.46849,1.14201,0.02137,10306918.95387,2000-04-29T19:21:41.048,15014.73499
90.51500,1.39151,-1827.48163,394667.69435,3385690.44651,1.13521,0.02011,10246838.41623,2000-04-29T02:40:18.437,15007.16801
90.52501,1.02491,-1816.23502,394549.66461,3385681.79661,1.13194,0.01940,10369750.88016,2000-04-30T12:48:54.272,15023.49885
90.53500,1.06475,-1799.87331,394586.11434,3385681.21242,1.13741,0.01792,10373450.92584,2000-04-30T13:50:41.125,15025.67697
90.54501,1.14194,-1819.07206,394603.05739,3385686.66006,1.13604,0.01705,10307284.14883,2000-04-29T19:27:46.110,15016.11972
90.55502,0.69707,-1798.78976,394452.60074,3385673.39039,1.13956,0.01559,10531498.31218,2000-05-02T09:44:31.118,15049.92046
90.56499,1.03348,-1815.92926,394565.88677,3385695.31451,1.13765,0.01449,10276825.81658,2000-04-29T11:00:04.375,15009.94186
90.57502,1.44177,-1824.28203,394841.50304,3385623.37043,1.13146,0.01515,10413353.78299,2000-05-01T00:55:44.275,15029.70534
90.58502,1.16481,-1825.67638,394657.87758,3385687.47766,1.14391,0.01506,10415325.31687,2000-05-01T01:28:26.139,15029.36253
90.59500,1.28809,-1821.67715,394681.80405,3385689.41513,1.14322,0.01552,10368217.40950,2000-04-30T12:23:20.123,15027.35264
90.60500,1.66200,-1839.77822,394851.32633,3385665.91675,1.13672,0.01538,10357360.49222,2000-04-30T09:22:25.376,15022.45257
90.61500,0.94012,-1808.72595,394591.30502,3385664.26434,1.13827,0.01664,10382014.93859,2000-04-30T16:13:23.287,15027.96659
90.62499,1.20741,-1819.02377,394657.91102,3385690.72057,1.14455,0.01696,10417869.21346,2000-05-01T02:10:52.506,15034.31700
90.63500,1.45133,-1830.06216,394766.89593,3385665.72204,1.13771,0.01698,10394559.74734,2000-04-30T19:42:31.780,15028.37225
90.64499,0.99851,-1809.71105,394617.25466,3385641.06891,1.14606,0.01765,10363845.17476,2000-04-30T11:10:28.279,15026.46427
90.65499,1.20271,-1831.14341,394680.24076,3385696.34901,1.14180,0.01721,10444604.27941,2000-05-01T09:36:24.735,15034.67679
90.66499,1.27721,-1806.65020,394708.93388,3385657.81125,1.15050,0.01695,10387140.44824,2000-04-30T17:38:49.058,15025.50186
90.67499,1.54619,-1827.94412,394827.88147,3385665.13671,1.14042,0.01962,10370785.65053,2000-04-30T13:06:07.403,15027.54737
90.68500,1.15722,-1810.41338,394641.95428,3385696.85612,1.14771,0.02089,10431447.52608,2000-05-01T05:57:13.341,15032.82174
90.69500,1.24140,-1821.03872,394691.60434,3385676.88279,1.13945,0.02174,10496080.28498,2000-05-01T23:54:18.642,15046.98671
90.70499,1.14332,-1820.02836,394629.63232,3385706.28245,1.13403,0.02177,10412001.44857,2000-05-01T00:33:07.052,15027.89912
90.71500,1.73689,-1824.21647,394893.29034,3385650.71423,1.13405,0.02149,10355688.28387,2000-04-30T08:54:28.811,15025.90122
90.72500,0.92177,-1800.51877,394580.62629,3385673.27926,1.13202,0.02188,10446166.66154,2000-05-01T10:02:32.840,15035.10168
90.73501,1.19866,-1816.38031,394682.21008,3385679.13079,1.13754,0.01719,10423678.70298,2000-05-01T03:47:40.539,15033.86330
90.74500,1.16669,-1814.68259,394667.80480,3385675.25884,1.13393,0.01716,10433992.24258,2000-05-01T06:39:39.457,15038.16462
90.75499,1.57216,-1835.02372,394768.22278,3385719.30376,1.13146,0.01597,10454428.35389,2000-05-01T12:20:13.607,15037.90865
90.76498,1.21697,-1816.49020,394685.68243,3385687.25432,1.13689,0.01832,10410587.38012,2000-05-01T00:09:31.270,15033.38363
90.77499,1.17044,-1826.67434,394655.61138,3385683.26704,1.13674,0.01653,10392231.65974,2000-04-30T19:03:36.143,15030.05109
90.78498,1.19576,-1817.56353,394649.70275,3385698.35415,1.13301,0.01722,10470939.37463,2000-05-01T16:55:13.173,15039.89194
90.79501,1.13886,-1816.54723,394642.27549,3385664.94208,1.13870,0.01740,10395447.89495,2000-04-30T19:57:03.465,15028.31701
90.80500,1.28467,-1823.60016,394718.56556,3385657.95014,1.12986,0.01774,10426132.01284,2000-05-01T04:28:35.402,15029.62781
90.81500,1.38817,-1827.49704,394719.25870,3385676.40299,1.12912,0.01694,10310475.05818,2000-04-29T20:20:53.914,15019.86557
90.82501,0.73605,-1808.57102,394465.00945,3385687.38621,1.12707,0.01560,10346902.48831,2000-04-30T06:28:00.088,15022.74973
90.83501,1.44179,-1837.39096,394764.64813,3385666.34136,1.13423,0.01912,10459048.99848,2000-05-01T13:37:17.442,15033.03575
90.84500,1.18603,-1826.94630,394676.76158,3385639.28438,1.13353,0.01660,10343474.65407,2000-04-30T05:30:55.311,15022.39855
90.85501,0.77600,-1813.94313,394468.04916,3385694.83902,1.12941,0.01564,10443820.59489,2000-05-01T09:23:19.979,15045.30052
90.86501,1.26106,-1815.40704,394721.04683,3385628.07406,1.12716,0.01552,10394554.19281,2000-04-30T19:42:21.114,15036.60457
90.87500,0.84104,-1808.34651,394514.01551,3385681.60793,1.13252,0.01502,10430446.02853,2000-05-01T05:40:19.419,15037.93126
90.88500,1.01820,-1821.92312,394689.76209,3385667.67946,1.12290,0.01483,10406119.19015,2000-04-30T22:54:57.580,15038.04741
90.89500,1.06355,-1820.44266,394702.65744,3385668.18483,1.12720,0.01580,10489368.99009,2000-05-01T22:02:39.585,15047.82370
90.90500,1.28246,-1829.24890,394766.82413,3385660.18876,1.12980,0.01591,10433450.67858,2000-05-01T06:30:31.567,15043.51358
90.91500,1.34967,-1846.81818,394811.89771,3385651.48217,1.13037,0.01529,10425942.17860,2000-05-01T04:25:18.853,15036.08910
90.92499,0.84005,-1816.23909,394602.07693,3385660.63715,1.12566,0.01570,10437522.41954,2000-05-01T07:38:34.539,15037.19903
90.93500,1.38580,-1832.77460,394813.62268,3385657.93303,1.13040,0.01528,10414456.35545,2000-05-01T01:14:03.702,15037.93386
90.94501,1.04389,-1799.22037,394715.90637,3385655.53868,1.13092,0.01584,10495010.29255,2000-05-01T23:36:31.224,15047.26348
90.95500,1.12348,-1817.36036,394707.53067,3385674.58679,1.13184,0.01441,10447112.23534,2000-05-01T10:18:22.481,15045.84546
90.96500,0.52967,-1781.76838,394468.06629,3385677.00198,1.13554,0.01578,10392870.34424,2000-04-30T19:14:13.631,15036.15794
90.97499,1.57425,-1825.82305,394870.65396,3385681.56154,1.13840,0.01623,10438616.51571,2000-05-01T07:56:41.102,15042.61054
90.98501,1.38274,-1822.08333,394801.76271,3385676.53014,1.13453,0.01517,10447833.52190,2000-05-01T10:30:22.353,15044.10722
90.99501,1.08924,-1811.19936,394689.86211,3385669.76480,1.14341,0.01548,10435147.86751,2000-05-01T06:58:51.770,15041.39976
91.00499,1.04049,-1803.64837,394659.28173,3385677.36839,1.13849,0.01533,10405376.24325,2000-04-30T22:42:40.887,15034.17520
91.01501,1.30949,-1808.18983,394791.27716,3385661.66641,1.13368,0.01626,10383891.57158,2000-04-30T16:44:31.934,15031.49903
91.02500,1.15340,-1807.35234,394905.40136,3385700.15745,1.13977,0.01602,10589443.66027,2000-05-03T01:50:16.780,15065.28824
91.03499,1.15455,-1802.94985,394852.76041,3385675.30876,1.13920,0.01623,10568560.39663,2000-05-02T20:02:16.330,15063.16139
91.04500,1.28221,-1812.55646,394846.35903,3385670.11284,1.13430,0.01457,10465972.03808,2000-05-01T15:32:22.888,15048.53203
91.05500,1.16539,-1803.33509,394789.65689,3385673.91154,1.13358,0.01523,10439817.62885,2000-05-01T08:16:39.791,15041.96398
91.06500,1.14548,-1803.88298,394760.77755,3385655.13100,1.13964,0.01598,10454903.30042,2000-05-01T12:27:58.556,15045.62849
91.07501,1.07774,-1800.35724,394717.80615,3385672.04092,1.14204,0.01577,10365237.11785,2000-04-30T11:33:28.313,15031.43699
91.08500,1.19283,-1805.12529,394755.46384,3385680.77366,1.14671,0.01597,10496070.27506,2000-05-01T23:54:14.421,15053.40620
91.09502,1.04616,-1794.40304,394707.71826,3385682.29382,1.14167,0.01502,10442325.37238,2000-05-01T08:58:20.792,15041.97581
91.10501,0.74761,-1783.30360,394561.89416,3385686.59130,1.14740,0.01559,10410066.77485,2000-05-01T00:00:46.610,15036.75736
91.11499,1.27024,-1802.16897,394768.81239,3385684.79703,1.15584,0.01620,10363564.05984,2000-04-30T11:05:35.471,15027.80995
91.12500,1.31218,-1794.27412,394791.70106,3385681.70257,1.14616,0.01559,10459315.46565,2000-05-01T13:41:41.402,15045.22528
91.13498,1.33711,-1790.05429,394836.02145,3385647.48643,1.14485,0.01536,10442156.55710,2000-05-01T08:55:35.898,15042.07646
91.14499,0.90462,-1788.14022,394624.51654,3385679.80232,1.14087,0.01502,10420200.67374,2000-05-01T02:49:45.283,15038.35033
91.15501,1.05984,-1800.50432,394679.44103,3385687.72120,1.14595,0.01669,10457924.25951,2000-05-01T13:18:26.237,15045.97369
91.16500,1.23415,-1790.66383,394766.13773,3385666.06063,1.14776,0.01468,10383069.11140,2000-04-30T16:30:45.159,15033.47433
91.17500,0.93254,-1792.05732,394614.26825,3385703.41682,1.14629,0.01536,10369480.80323,2000-04-30T12:44:27.302,15031.28101
91.18500,1.09791,-1794.14561,394722.70189,3385671.62153,1.14985,0.01416,10442283.67528,2000-05-01T08:57:46.097,15046.25862
91.19499,1.37629,-1805.00635,394806.13923,3385694.25539,1.15352,0.01608,10514631.89744,2000-05-02T05:03:29.847,15050.87473
91.20501,1.19517,-1797.59955,394708.55208,3385709.80969,1.15438,0.01593,10335716.64569,2000-04-30T03:21:35.608,15027.38845
91.21500,1.12978,-1790.70640,394720.28824,3385663.45882,1.14866,0.01584,10510958.66152,2000-05-02T04:02:22.226,15046.17993
91.22501,1.06661,-1788.78831,394681.08002,3385684.09892,1.14293,0.01553,10520771.49059,2000-05-02T06:45:52.660,15056.31590
91.23502,1.07413,-1797.28692,394683.42674,3385677.19968,1.15237,0.01602,10380749.10852,2000-04-30T15:52:12.045,15036.41779
91.24500,1.09398,-1803.38966,394692.98830,3385707.38540,1.14739,0.01567,10556668.39188,2000-05-02T16:44:02.684,15056.06941
91.25498,1.13747,-1801.14812,394726.23887,3385652.28620,1.14442,0.01576,10397161.41896,2000-04-30T20:25:38.314,15038.02469
91.26497,0.82492,-1790.05141,394603.30359,3385687.00088,1.14562,0.01499,10483969.92195,2000-05-01T20:32:35.725,15046.57603
91.27499,1.26021,-1812.92416,394752.81948,3385671.61622,1.14227,0.01544,10568422.36923,2000-05-02T19:59:58.286,15062.54801
91.28499,1.58554,-1817.81393,394927.34340,3385641.45135,1.14031,0.01590,10498909.57940,2000-05-02T00:41:29.764,15050.15573
91.29501,0.94223,-1800.90232,394646.53988,3385675.58807,1.13827,0.01617,10477586.36700,2000-05-01T18:46:10.734,15046.29001
91.30500,1.51702,-1819.60494,394919.11166,3385641.37416,1.13564,0.01558,10357311.91076,2000-04-30T09:21:20.192,15027.33366
91.31500,1.22618,-1809.85376,394731.19683,3385710.23113,1.13810,0.01517,10551949.44315,2000-05-02T15:25:29.470,15059.20282
91.32501,1.28988,-1808.41760,394803.05217,3385674.67657,1.13592,0.01717,10411437.82956,2000-05-01T00:23:36.011,15035.21659
91.33500,0.78421,-1784.40936,394573.72885,3385681.01387,1.13678,0.01837,10441382.33387,2000-05-01T08:42:40.065,15042.81089
91.34502,1.29985,-1794.97598,394774.04197,3385715.22924,1.13837,0.02371,10552162.26472,2000-05-02T15:28:53.431,15062.19454
91.35501,1.32742,-1804.17109,394792.70680,3385679.83423,1.14427,0.01966,10389826.91854,2000-04-30T18:23:20.389,15035.36159
91.36500,1.07302,-1802.68930,394678.09405,3385679.13807,1.14022,0.01951,10495423.99649,2000-05-01T23:43:19.980,15052.19013
91.37501,1.41408,-1816.52061,394873.80319,3385644.83507,1.13276,0.01746,10494598.53054,2000-05-01T23:29:41.663,15046.85152
91.38500,0.92553,-1794.01626,394631.02088,3385684.08328,1.14162,0.01670,10464640.75843,2000-05-01T15:10:18.261,15045.86068
91.39499,1.26949,-1797.82840,394796.03805,3385641.82681,1.13383,0.01500,10348341.93649,2000-04-30T06:52:03.956,15026.26910
91.40502,1.26967,-1813.68836,394778.16041,3385681.89199,1.13652,0.01567,10434772.86693,2000-05-01T06:52:31.139,15041.49358
91.41501,1.47601,-1808.17482,394868.61535,3385665.31366,1.13792,0.01557,10539867.99829,2000-05-02T12:04:10.820,15058.26388
91.42499,1.58130,-1805.08157,394913.48035,3385657.03423,1.14115,0.01494,10382806.35407,2000-04-30T16:26:25.739,15031.02052
91.43501,0.79934,-1785.75187,394572.58304,3385708.58933,1.14145,0.01609,10479311.45614,2000-05-01T19:14:49.795,15045.80516
91.44501,1.20962,-1792.98244,394739.40219,3385694.32774,1.14637,0.01558,10437339.83024,2000-05-01T07:35:22.092,15041.69223
91.45499,1.05133,-1788.01040,394684.16256,3385677.22215,1.14135,0.01581,10451787.01743,2000-05-01T11:35:59.467,15046.16346
91.46501,1.43477,-1799.33262,394855.71170,3385674.02756,1.13334,0.01559,10403846.07611,2000-04-30T22:17:07.878,15037.86086
91.47500,1.40310,-1794.00058,394839.37738,3385664.95992,1.13651,0.01591,10446114.08503,2000-05-01T10:01:34.886,15041.09703
91.48498,1.07221,-1773.35619,394728.80314,3385679.16489,1.13654,0.01565,10482589.71176,2000-05-01T20:09:32.877,15047.22421
91.49499,1.22244,-1785.99814,394723.06582,3385702.74171,1.13792,0.01579,10424317.67722,2000-05-01T03:58:19.152,15039.18251
91.50498,1.16846,-1771.89281,394707.39236,3385708.64612,1.13966,0.01564,10490138.71595,2000-05-01T22:15:16.628,15048.98604
91.51499,0.96368,-1771.51580,394651.66323,3385684.49075,1.13587,0.01497,10517093.90793,2000-05-02T05:44:38.058,15054.38367
91.52501,1.27267,-1781.81511,394798.88144,3385685.10718,1.12665,0.01610,10503009.80650,2000-05-02T01:49:54.039,15049.59809
91.53500,1.14860,-1773.15335,394748.73416,3385699.94157,1.13413,0.01536,10517345.35569,2000-05-02T05:48:47.066,15055.75781
91.54500,1.04118,-1774.08426,394630.58229,3385711.59739,1.12736,0.01611,10408520.65721,2000-04-30T23:35:04.907,15035.67879
91.55501,1.44841,-1786.55955,394774.95624,3385715.15523,1.13505,0.01466,10572993.27602,2000-05-02T21:16:11.235,15061.96916
91.56501,0.71171,-1748.65392,394476.33676,3385735.21152,1.14023,0.01587,10439652.75193,2000-05-01T08:13:52.808,15043.59374
91.57501,1.12531,-1766.47206,394648.16596,3385701.44864,1.13848,0.01653,10413579.94375,2000-05-01T00:59:23.498,15037.07145
91.58499,1.25931,-1762.40651,394700.37048,3385739.63866,1.13939,0.01794,10509021.80093,2000-05-02T03:30:04.220,15055.10206
91.59500,0.73475,-1742.19331,394483.48362,3385740.85507,1.14013,0.01876,10504961.15732,2000-05-02T02:22:16.739,15050.12269
91.60499,1.48551,-1770.14509,394788.85696,3385694.31031,1.13859,0.01560,10506259.22387,2000-05-02T02:44:00.828,15053.02532
91.61499,0.98861,-1760.71481,394532.24548,3385768.67019,1.13530,0.01621,10452936.11997,2000-05-01T11:55:25.643,15045.76703
91.62499,1.10295,-1766.80109,394631.58490,3385710.43996,1.13327,0.01626,10602081.95683,2000-05-03T05:21:12.764,15067.27183
91.63501,1.07007,-1765.06587,394594.52235,3385743.60239,1.13834,0.01782,10533721.32467,2000-05-02T10:21:41.135,15057.11300
91.64499,0.66885,-1754.41360,394462.99683,3385718.48562,1.13433,0.01565,10642025.54047,2000-05-03T16:26:48.660,15072.48068
91.65501,1.06193,-1762.94732,394596.86445,3385732.13980,1.14269,0.01602,10577926.41116,2000-05-02T22:38:34.174,15064.86652
91.66500,1.11741,-1764.07604,394607.21881,3385731.50628,1.13180,0.01566,10487746.05534,2000-05-01T21:35:27.266,15050.04741
91.67500,1.02437,-1750.89574,394601.87322,3385714.60582,1.14578,0.01851,10469998.88862,2000-05-01T16:39:43.754,15047.45759
91.68501,0.83823,-1748.12907,394521.79550,3385719.11317,1.14059,0.01851,10538079.96149,2000-05-02T11:34:21.290,15055.36707
91.69499,1.18516,-1758.73923,394608.04874,3385755.59305,1.14261,0.01767,10446487.90328,2000-05-01T10:07:50.419,15044.51454
91.70497,0.88428,-1762.77204,394508.25580,3385751.07190,1.14915,0.01753,10469743.83771,2000-05-01T16:35:33.776,15048.17606
91.71499,0.86966,-1750.56370,394527.66257,3385711.82290,1.14307,0.01820,10484823.74504,2000-05-01T20:46:52.715,15049.08733
91.72498,0.90710,-1750.81085,394527.56219,3385741.91228,1.14921,0.01608,10517010.00883,2000-05-02T05:43:25.095,15057.89426
91.73501,0.77149,-1747.11865,394462.01073,3385722.16641,1.14567,0.01671,10483504.90316,2000-05-01T20:24:53.195,15047.82490
91.74499,0.96744,-1754.86781,394544.09714,3385747.05894,1.13758,0.01676,10608977.46330,2000-05-03T07:16:07.365,15068.34315
91.75499,0.83364,-1739.70020,394506.33172,3385719.96639,1.13856,0.01584,10461170.47947,2000-05-01T14:12:33.408,15045.31101
91.76500,0.83956,-1745.07931,394476.78666,3385770.46810,1.14055,0.01710,10556020.99588,2000-05-02T16:33:35.609,15056.77548
91.77501,1.00888,-1749.64632,394559.15455,3385743.50407,1.14044,0.01749,10529697.16094,2000-05-02T09:14:46.221,15055.55611
91.78499,1.07050,-1745.39154,394550.39947,3385743.88238,1.14434,0.01819,10541330.71677,2000-05-02T12:28:44.487,15055.81951
91.79501,0.78315,-1740.34021,394408.17482,3385780.96851,1.13784,0.01883,10427883.67025,2000-05-01T04:57:51.556,15039.89125
91.80500,0.70174,-1743.80869,394458.27332,3385752.65640,1.14746,0.01938,10511425.99961,2000-05-02T04:10:14.641,15053.67983
91.81501,1.39068,-1769.22297,394698.26522,3385736.69394,1.13990,0.01902,10594321.15886,2000-05-03T03:12:03.216,15065.19287
91.82501,0.72910,-1744.10602,394429.76634,3385772.77961,1.13754,0.01854,10544437.21696,2000-05-02T13:20:24.715,15062.34781
91.83499,0.68062,-1738.95276,394442.68244,3385718.01752,1.13860,0.01858,10461908.11968,2000-05-01T14:24:51.846,15046.04480
91.84500,0.76302,-1747.62961,394457.57464,3385760.08683,1.14697,0.01923,10572118.88571,2000-05-02T21:01:47.366,15061.92006
91.85501,1.37726,-1774.39219,394724.38874,3385715.88265,1.14028,0.01884,10559839.47189,2000-05-02T17:37:12.795,15063.30205
91.86501,1.08258,-1757.71354,394579.59108,3385742.99504,1.14717,0.01714,10481521.87517,2000-05-01T19:51:52.575,15045.99831
91.87500,0.94870,-1757.75706,394544.72736,3385753.40009,1.14531,0.01871,10580071.13222,2000-05-02T23:14:21.115,15066.97502
91.88501,0.77968,-1747.53240,394480.28996,3385730.65866,1.14998,0.01667,10538433.78476,2000-05-02T11:40:20.446,15057.80084
91.89499,1.18860,-1759.11843,394638.69306,3385724.58767,1.15652,0.01879,10486539.30091,2000-05-01T21:15:36.324,15048.07476
91.90498,0.96927,-1755.13077,394552.77432,3385739.56229,1.14995,0.01611,10472590.23956,2000-05-01T17:23:02.885,15047.59805
91.91500,1.39388,-1764.80277,394742.86031,3385706.92074,1.15047,0.01534,10504507.09111,2000-05-02T02:14:53.067,15051.66771
91.92500,0.72440,-1737.47979,394447.03671,3385758.51307,1.14386,0.01500,10513192.80912,2000-05-02T04:39:39.710,15051.29322
91.93502,1.23575,-1744.20078,394668.00745,3385705.52900,1.14908,0.01590,10426407.70616,2000-05-01T04:33:17.658,15042.21267
91.94500,1.10971,-1755.13820,394586.56222,3385774.88948,1.15099,0.01544,10486016.71393,2000-05-01T21:06:38.995,15053.03805
91.95500,1.28622,-1752.63916,394690.71047,3385710.22240,1.15558,0.01495,10468841.27827,2000-05-01T16:20:33.008,15049.14363
91.96501,0.97323,-1750.55371,394563.25342,3385733.11925,1.15490,0.01577,10530632.70628,2000-05-02T09:30:24.270,15053.34991
91.97500,0.91966,-1747.40877,394549.34413,3385733.83429,1.15537,0.01562,10539412.92529,2000-05-02T11:56:49.122,15056.40024
91.98500,1.05753,-1758.77691,394611.14772,3385721.83196,1.15428,0.01553,10511416.20351,2000-05-02T04:09:58.681,15053.95955
91.99500,1.12614,-1760.20567,394610.37721,3385715.94114,1.14897,0.01533,10456830.26931,2000-05-01T13:00:12.080,15048.49635
92.00501,1.16575,-1763.05929,394616.58203,3385725.60038,1.14428,0.01522,10522554.34584,2000-05-02T07:15:45.530,15052.23270
92.01498,0.94631,-1752.97986,394575.84257,3385719.94845,1.15099,0.01501,10463892.11470,2000-05-01T14:57:56.121,15045.07411
92.02500,1.03451,-1764.64376,394575.23134,3385739.16223,1.15244,0.01609,10617459.42358,2000-05-03T09:37:35.901,15071.40827
