LONG_EAST,LAT_NORTH,TOPOGRAPHY,MOLA_RANGE,PLANET_RAD,C,A,EMPHEMERIS_TIME,UTC,ORBIT
117.12500,1.14187,-1157.81112,394916.31199,3386205.19178,1.10540,0.02331,10379089.06206,2000-04-30T15:24:40.530,15019.64163
117.13501,0.66106,-1136.33883,394719.40437,3386211.62287,1.10060,0.02046,10236044.25777,2000-04-28T23:40:32.937,15000.18756
117.14499,1.23252,-1162.36055,394936.52793,3386207.14289,1.10514,0.02191,10407284.73683,2000-04-30T23:14:36.902,15024.92455
117.15499,0.32927,-1126.85884,394559.76446,3386251.22995,1.10746,0.02065,10290957.41599,2000-04-29T14:55:50.678,15003.40930
117.16498,1.02985,-1145.77558,394858.84632,3386210.95081,1.11042,0.02187,10343759.55402,2000-04-30T05:35:52.258,15015.63111
117.17498,0.56296,-1136.09056,394627.49472,3386259.16852,1.10720,0.02169,10433718.64266,2000-05-01T06:35:12.234,15025.32968
117.18500,1.00552,-1150.63797,394881.09422,3386185.70595,1.11062,0.02108,10336795.24659,2000-04-30T03:39:46.046,15017.95310
117.19501,0.64968,-1138.00520,394726.59614,3386221.62486,1.10741,0.02026,10377926.61446,2000-04-30T15:05:21.051,15016.33225
117.20501,1.01233,-1149.49393,394823.01451,3386227.23231,1.10705,0.02246,10365792.51546,2000-04-30T11:43:04.842,15019.01920
117.21500,1.09132,-1152.07190,394895.78143,3386203.67171,1.11066,0.02455,10357074.45636,2000-04-30T09:17:54.756,15017.11650
117.22499,0.91795,-1148.74152,394833.47842,3386210.22842,1.10645,0.02427,10317496.08049,2000-04-29T22:18:08.555,15012.68913
117.23499,1.21398,-1160.41389,394916.90295,3386229.21819,1.10747,0.02539,10372271.87093,2000-04-30T13:31:16.653,15021.05355
117.24502,1.01254,-1153.39234,394896.90457,3386204.78334,1.10909,0.02674,10360360.75102,2000-04-30T10:12:37.566,15012.22766
117.25500,0.87553,-1149.02401,394798.85739,3386214.68188,1.10874,0.02443,10332783.12155,2000-04-30T02:32:51.480,15013.16111
117.26500,0.65031,-1137.78009,394724.17341,3386206.20622,1.11311,0.02549,10331585.69445,2000-04-30T02:12:55.674,15016.86664
117.27502,1.02821,-1157.16193,394871.09559,3386225.45308,1.11394,0.02472,10343789.44400,2000-04-30T05:36:20.287,15010.51926
117.28500,1.07798,-1155.79304,394934.98332,3386164.10254,1.11235,0.02583,10342825.82307,2000-04-30T05:20:13.983,15015.04907
117.29498,1.04050,-1151.76745,394918.40081,3386175.21992,1.10871,0.02227,10293527.88810,2000-04-29T15:38:37.083,15007.08487
117.30499,0.95398,-1154.49638,394891.34318,3386171.71437,1.10878,0.02314,10319963.48707,2000-04-29T22:59:19.595,15010.49198
117.31500,0.92306,-1156.31391,394801.77378,3386246.65228,1.11349,0.02312,10396914.88147,2000-04-30T20:21:43.354,15023.16989
117.32501,1.72612,-1182.74874,395185.73818,3386170.79425,1.10762,0.02291,10305135.04066,2000-04-29T18:52:05.850,15007.76324
117.33499,1.04073,-1160.28107,394917.44780,3386216.91398,1.11218,0.02176,10431661.37939,2000-05-01T06:00:50.793,15028.00808
117.34500,0.83867,-1136.93264,394783.91048,3386204.56432,1.11456,0.02326,10258322.40050,2000-04-29T05:51:59.651,15001.52113
117.35500,0.96890,-1153.59876,394881.23547,3386213.41736,1.11154,0.02345,10355302.27237,2000-04-30T08:48:12.059,15019.44664
117.36501,1.26721,-1164.05986,395010.07015,3386199.12108,1.11103,0.02351,10424196.07121,2000-05-01T03:56:29.608,15026.94919
117.37501,1.04103,-1151.08173,394872.61177,3386198.15689,1.11427,0.02312,10418867.49957,2000-05-01T02:27:39.739,15028.32300
117.38499,1.19180,-1163.52120,394948.47968,3386217.83015,1.11525,0.02348,10340033.16851,2000-04-30T04:33:43.463,15013.36320
117.39499,1.00385,-1153.70156,394902.35229,3386175.94443,1.11891,0.02140,10399783.31225,2000-04-30T21:09:41.530,15023.26217
117.40499,1.27229,-1168.00779,394993.71972,3386186.46178,1.11891,0.02250,10324479.07561,2000-04-30T00:14:31.796,15009.22196
117.41499,1.07110,-1160.05520,394904.83059,3386207.11749,1.11265,0.02361,10350747.49246,2000-04-30T07:32:22.786,15011.86839
117.42499,0.85370,-1145.41684,394834.85937,3386170.45364,1.11825,0.02288,10350086.58803,2000-04-30T07:21:26.091,15015.10004
117.43498,0.83557,-1145.87757,394791.75461,3386226.99591,1.12233,0.02158,10271231.53167,2000-04-29T09:26:59.275,15003.00338
117.44499,1.01681,-1150.87101,394834.61716,3386232.72551,1.12583,0.02281,10287131.46844,2000-04-29T13:52:02.395,15006.41014
117.45502,1.25996,-1158.36450,395012.55419,3386181.26355,1.11794,0.02016,10390559.04673,2000-04-30T18:35:54.970,15021.18206
117.46502,1.14020,-1149.47110,394936.37819,3386196.81138,1.11700,0.01957,10252704.69154,2000-04-29T04:18:11.537,15001.43969
117.47500,1.10498,-1156.70383,394952.99954,3386162.83599,1.11610,0.02070,10375018.02763,2000-04-30T14:16:59.146,15017.46409
117.48500,0.89156,-1149.59610,394803.96174,3386214.66943,1.11075,0.01996,10316839.88857,2000-04-29T22:07:06.874,15010.38807
117.49501,1.19823,-1161.48590,394998.26750,3386177.46421,1.11622,0.01973,10359038.54715,2000-04-30T09:50:27.585,15014.09667
117.50500,1.20114,-1167.54849,394972.22753,3386195.69999,1.11560,0.01846,10249041.49053,2000-04-29T03:17:13.777,15000.54275
117.51501,0.56210,-1135.99836,394689.93297,3386215.64207,1.11033,0.01644,10351941.04154,2000-04-30T07:52:12.434,15012.79680
117.52500,1.14964,-1160.67320,394974.23806,3386174.88890,1.11915,0.01534,10230192.21019,2000-04-28T22:03:02.374,14996.18958
117.53500,1.08707,-1160.24962,394925.65093,3386200.43071,1.11473,0.01533,10325755.99264,2000-04-30T00:35:43.398,15016.76003
117.54500,1.05923,-1150.70747,394875.14401,3386225.97032,1.11908,0.01629,10332487.05299,2000-04-30T02:28:00.273,15011.87398
117.55498,0.99176,-1153.15407,394872.50663,3386220.59446,1.11730,0.01614,10279762.00359,2000-04-29T11:49:13.370,15004.21641
117.56498,1.13895,-1149.80959,394923.34149,3386209.41242,1.11678,0.01493,10412727.74703,2000-05-01T00:45:18.523,15021.39716
117.57500,1.05223,-1153.67300,394857.40189,3386249.11687,1.12270,0.01589,10375414.68653,2000-04-30T14:23:21.941,15016.16008
117.58499,1.00291,-1148.55230,394868.88936,3386197.83572,1.11491,0.01533,10326762.45563,2000-04-30T00:52:39.819,15016.40719
117.59499,1.59283,-1179.56450,395153.01260,3386174.53902,1.11957,0.01754,10270209.34636,2000-04-29T09:09:57.336,15001.52348
117.60501,0.95291,-1153.52976,394876.97001,3386202.48096,1.11559,0.01671,10221347.49546,2000-04-28T19:35:32.145,14997.00433
117.61501,0.92656,-1161.77046,394912.83511,3386193.87740,1.12587,0.01722,10408853.48178,2000-04-30T23:40:45.494,15025.42256
117.62500,1.11514,-1165.51569,394923.36438,3386214.40255,1.12705,0.01843,10290651.38784,2000-04-29T14:50:43.420,15003.63515
117.63501,1.03920,-1161.40124,394912.89490,3386208.57307,1.12117,0.01789,10362407.22190,2000-04-30T10:46:33.938,15019.74718
117.64499,1.24796,-1173.23125,395009.50026,3386197.55620,1.11930,0.01962,10318081.27419,2000-04-29T22:27:48.444,15012.57175
117.65500,1.23626,-1172.02625,395014.46198,3386176.35286,1.12073,0.02161,10325758.35763,2000-04-30T00:35:47.760,15013.17110
117.66499,1.47750,-1187.86145,395117.15943,3386166.22408,1.11781,0.02066,10349550.18798,2000-04-30T07:12:22.045,15016.14464
117.67499,1.10325,-1176.16578,394977.00422,3386162.29175,1.11112,0.01950,10278191.26062,2000-04-29T11:22:55.980,15008.41175
117.68498,1.04224,-1175.20570,394905.05150,3386195.28983,1.11092,0.01651,10306039.54824,2000-04-29T19:07:11.466,15006.35188
117.69498,1.02558,-1175.04753,394952.72131,3386163.23175,1.10934,0.01470,10239925.06386,2000-04-29T00:45:21.435,14996.94258
117.70500,0.92720,-1168.40998,394882.42316,3386167.07912,1.11414,0.01644,10227068.38807,2000-04-28T21:10:55.812,14995.60041
117.71501,1.39934,-1189.58414,395103.41799,3386169.51712,1.12328,0.01558,10253330.82367,2000-04-29T04:28:39.550,15004.55086
117.72500,1.10834,-1164.35980,394976.13520,3386150.57305,1.11895,0.01409,10254456.35662,2000-04-29T04:47:26.494,14998.54160
117.73499,1.36636,-1179.27873,395066.40940,3386159.91941,1.12201,0.01452,10140827.56021,2000-04-27T21:13:32.520,14981.92354
117.74501,1.14960,-1173.11656,394992.64552,3386171.11084,1.11514,0.01450,10357113.72891,2000-04-30T09:18:18.040,15017.73300
117.75500,1.01313,-1162.32037,394908.70927,3386165.94656,1.11750,0.01356,10162204.02692,2000-04-28T03:09:46.722,14987.32236
117.76501,1.16217,-1165.90016,394957.27523,3386225.55554,1.10882,0.01486,10242804.44000,2000-04-29T01:33:08.760,15006.04725
117.77499,1.25298,-1172.58446,395049.42641,3386151.91802,1.10494,0.01559,10286708.12711,2000-04-29T13:44:51.644,15004.23772
117.78499,1.36946,-1178.90294,395081.88320,3386162.50868,1.10804,0.01524,10188690.69977,2000-04-28T10:31:22.815,14991.27291
117.79500,1.29812,-1178.54344,395003.27158,3386221.87381,1.10714,0.01399,10232712.29695,2000-04-28T22:44:59.860,14997.82914
117.80499,0.94296,-1164.96132,394908.75544,3386176.54016,1.10452,0.01355,10319993.48544,2000-04-29T22:59:47.318,15005.29924
117.81498,1.29553,-1179.71200,395042.43013,3386172.20312,1.10252,0.01377,10269034.61799,2000-04-29T08:50:23.978,15004.29833
117.82500,1.36559,-1178.33936,395075.49674,3386174.82248,1.10327,0.01370,10272888.46620,2000-04-29T09:54:33.385,15004.38482
117.83500,1.40826,-1183.88692,395106.19156,3386165.86704,1.09970,0.01424,10258441.43875,2000-04-29T05:53:50.785,15001.89866
117.84499,1.06991,-1173.19415,394939.17455,3386192.37829,1.10599,0.01409,10212934.22929,2000-04-28T17:15:20.918,14995.12152
117.85500,1.30037,-1182.39967,395046.88663,3386177.01543,1.11048,0.01661,10340330.37275,2000-04-30T04:38:48.806,15010.98600
117.86500,1.37062,-1181.62923,395108.42164,3386132.43424,1.11506,0.01695,10260145.60497,2000-04-29T06:22:15.795,15004.11663
117.87500,0.97686,-1173.54914,394917.31974,3386192.95994,1.10501,0.01702,10318276.29821,2000-04-29T22:31:10.050,15011.82547
117.88500,1.38029,-1192.16807,395136.21532,3386136.84981,1.10987,0.01675,10198242.42919,2000-04-28T13:10:31.942,14988.58076
117.89501,1.20440,-1189.82289,395049.70161,3386146.00715,1.10408,0.01722,10283943.04409,2000-04-29T12:58:55.761,15003.85461
117.90501,1.30275,-1193.61727,395097.77719,3386133.95566,1.11129,0.01525,10216759.14466,2000-04-28T18:19:11.314,14995.55154
117.91500,1.46486,-1201.47531,395161.72259,3386129.24133,1.10809,0.01451,10230298.00896,2000-04-28T22:04:57.589,14995.66788
117.92500,1.33180,-1191.82741,395069.76755,3386165.52453,1.11402,0.01343,10167112.30614,2000-04-28T04:31:42.852,14988.16701
117.93500,0.74060,-1168.20280,394845.18300,3386174.79983,1.10988,0.01447,10217214.31182,2000-04-28T18:26:57.537,14995.13604
117.94501,1.44705,-1198.68053,395112.04940,3386177.12678,1.10937,0.01420,10141704.24650,2000-04-27T21:28:13.813,14986.73598
117.95498,1.31187,-1179.56344,395091.02535,3386137.65972,1.11452,0.01428,10263611.96756,2000-04-29T07:20:12.806,15002.71081
117.96500,1.30225,-1181.22335,395055.57264,3386170.26508,1.11214,0.01395,10121323.54641,2000-04-27T15:48:33.057,14979.84946
117.97501,1.56322,-1200.91876,395185.48163,3386140.05777,1.10895,0.01345,10370077.28845,2000-04-30T12:54:27.203,15018.74750
117.98501,1.29986,-1197.46761,395108.68045,3386138.92774,1.10797,0.01395,10198572.44246,2000-04-28T13:16:10.649,14990.78967
117.99500,1.09471,-1185.71799,395013.26178,3386148.63777,1.10711,0.01379,10305635.87953,2000-04-29T19:00:36.507,15009.81251
118.00499,1.05051,-1187.64621,394943.73833,3386176.25308,1.11439,0.01452,10137493.39291,2000-04-27T20:18:04.014,14985.47662
118.01499,1.19542,-1197.96641,395096.06028,3386102.13052,1.10623,0.01481,10227504.96979,2000-04-28T21:18:16.614,14995.24039
118.02500,1.37159,-1196.06669,395096.92819,3386145.52508,1.11275,0.01376,10311787.13223,2000-04-29T20:43:01.253,15014.40820
118.03501,1.35599,-1200.86461,395162.73571,3386107.65511,1.11094,0.01411,10232605.52298,2000-04-28T22:43:21.827,14992.76123
118.04502,1.34372,-1199.96333,395086.57124,3386159.52174,1.11001,0.01397,10171167.77804,2000-04-28T05:39:19.620,14987.75071
118.05501,1.21266,-1198.04781,395067.66846,3386132.23090,1.11073,0.01364,10313065.75916,2000-04-29T21:04:22.884,15012.16479
118.06501,1.68620,-1217.35458,395278.09193,3386128.08540,1.10890,0.01474,10245896.38014,2000-04-29T02:24:51.529,15000.02160
118.07500,1.03428,-1179.83561,394986.27908,3386143.15454,1.11223,0.01413,10223174.44745,2000-04-28T20:06:02.815,15002.28022
118.08500,1.71190,-1211.58917,395272.84858,3386135.35404,1.09989,0.01323,10327739.45647,2000-04-30T01:08:51.106,15007.00042
118.09500,1.23673,-1186.55074,395066.02590,3386168.99365,1.10675,0.01356,10230216.15134,2000-04-28T22:03:25.536,15000.03253
118.10502,1.06716,-1184.10637,394972.63721,3386181.16566,1.11597,0.01373,10259732.45219,2000-04-29T06:15:26.143,15000.26180
118.11499,1.12147,-1176.38666,395013.24059,3386176.57538,1.11594,0.01497,10438713.55079,2000-05-01T07:58:15.021,15030.80088
118.12501,1.50694,-1194.76267,395185.70767,3386136.94580,1.10859,0.01387,10253343.96362,2000-04-29T04:28:53.184,15002.62018
118.13501,1.41677,-1194.38215,395117.54327,3386177.84326,1.10463,0.01435,10326595.60334,2000-04-30T00:49:54.557,15007.12872
118.14500,1.19399,-1181.51594,395019.08946,3386174.08038,1.10798,0.01341,10281609.81590,2000-04-29T12:20:06.001,15005.05079
118.15500,0.98200,-1172.32835,394934.31844,3386174.43947,1.11332,0.01405,10236262.93128,2000-04-28T23:44:09.191,14998.71613
118.16501,1.47728,-1201.70944,395146.94257,3386172.58796,1.10729,0.01413,10296240.11892,2000-04-29T16:23:48.609,15010.16007
118.17500,1.33257,-1196.15382,395093.07692,3386143.62456,1.10518,0.01390,10241735.98266,2000-04-29T01:15:29.708,14997.78236
118.18501,1.42275,-1202.09971,395160.35395,3386131.76404,1.10788,0.01386,10282452.99813,2000-04-29T12:34:10.520,15005.34531
118.19502,1.06823,-1194.38412,395012.84327,3386159.67908,1.10589,0.01376,10311957.80356,2000-04-29T20:45:46.360,15012.40081
118.20501,1.39063,-1206.67738,395131.54024,3386164.18043,1.11248,0.01586,10249883.95341,2000-04-29T03:31:18.683,14998.68745
118.21499,1.27504,-1203.70616,395073.14203,3386180.40815,1.11921,0.01716,10233987.75626,2000-04-28T23:06:19.112,14997.75317
118.22500,1.60454,-1220.65109,395224.76511,3386146.68460,1.11556,0.01677,10212120.53657,2000-04-28T17:01:49.213,14993.72175
118.23500,1.27033,-1199.55373,395098.87292,3386158.38441,1.11963,0.01529,10315123.00093,2000-04-29T21:38:34.510,15012.03754
118.24499,1.13565,-1198.31628,395020.66288,3386167.99330,1.11419,0.01401,10275078.95740,2000-04-29T10:31:12.067,15004.57703
118.25499,1.39737,-1199.13875,395156.31008,3386160.43733,1.11388,0.01445,10324957.56554,2000-04-30T00:22:19.993,15013.99055
118.26500,1.11691,-1192.39804,395032.64474,3386159.30783,1.11538,0.01538,10324974.29777,2000-04-30T00:22:46.143,15009.71492
118.27499,1.32962,-1196.28382,395141.92848,3386135.29221,1.11682,0.01665,10238254.34514,2000-04-29T00:17:25.496,14995.87693
118.28499,1.40927,-1198.19982,395175.23631,3386151.91028,1.12236,0.01511,10376062.68177,2000-04-30T14:34:11.509,15017.28324
118.29500,1.61609,-1214.59992,395356.87866,3386111.99296,1.11827,0.01538,10383797.50150,2000-04-30T16:43:19.199,15018.58800
118.30499,1.17554,-1193.02176,395067.83636,3386142.41375,1.11546,0.01527,10278604.95554,2000-04-29T11:29:42.531,15005.62712
118.31500,1.30624,-1197.29962,395130.08703,3386133.41440,1.11836,0.01701,10446348.58744,2000-05-01T10:05:39.079,15027.87437
118.32500,1.18874,-1192.37198,395015.70275,3386180.52317,1.11882,0.01565,10246191.86534,2000-04-29T02:29:47.919,14998.38311
118.33499,1.53524,-1201.89961,395174.49293,3386140.86146,1.11007,0.01685,10322044.63974,2000-04-29T23:33:57.075,15013.14498
118.34500,1.39414,-1195.60844,395112.96178,3386143.47870,1.11157,0.01677,10313223.48402,2000-04-29T21:06:55.350,15004.51031
118.35499,1.41528,-1193.85220,395091.21275,3386188.36722,1.11536,0.01805,10417495.33910,2000-05-01T02:04:48.960,15027.36231
118.36499,1.38385,-1193.22154,395112.11405,3386128.46809,1.11849,0.01651,10303844.94467,2000-04-29T18:30:35.574,15006.84172
118.37502,1.29449,-1196.81338,395083.79110,3386145.18447,1.11475,0.01701,10376667.38142,2000-04-30T14:44:20.254,15021.00307
118.38501,1.17530,-1184.93294,395022.19749,3386167.81805,1.11841,0.01608,10357236.92195,2000-04-30T09:20:27.523,15016.04746
118.39498,1.22318,-1188.96470,395028.41769,3386164.40068,1.12426,0.01770,10333202.34933,2000-04-30T02:39:56.897,15012.69243
118.40498,1.36365,-1202.23912,395083.24135,3386181.67189,1.12996,0.01642,10345255.96216,2000-04-30T06:00:43.810,15014.50878
118.41499,0.89272,-1186.20064,394941.98290,3386138.65939,1.12554,0.01706,10326942.31984,2000-04-30T00:55:30.075,15006.90380
118.42500,1.17667,-1194.74923,395039.19623,3386181.85255,1.12466,0.01701,10453057.13950,2000-05-01T11:57:35.701,15030.98842
118.43500,1.59563,-1214.00601,395188.02698,3386158.05557,1.12384,0.01658,10438511.98938,2000-05-01T07:55:09.351,15022.86235
118.44501,0.99417,-1181.47911,394929.86165,3386160.24989,1.12379,0.01780,10335094.24510,2000-04-30T03:11:30.988,15013.90241
118.45501,1.62708,-1209.28352,395228.35020,3386130.23522,1.11983,0.01745,10377708.76742,2000-04-30T15:01:42.877,15017.89097
118.46501,0.95123,-1188.58099,394946.21419,3386155.03247,1.12713,0.01870,10287357.40068,2000-04-29T13:55:43.658,15008.81183
118.47500,1.75448,-1206.72238,395253.08764,3386172.74341,1.12713,0.01871,10518107.61032,2000-05-02T06:01:27.269,15039.91000
118.48500,0.87530,-1179.43071,394848.94283,3386260.39759,1.12552,0.02039,10501000.01397,2000-05-02T01:16:28.803,15034.55729
118.49499,1.31602,-1194.62620,395064.20615,3386172.80194,1.12677,0.02068,10321651.75629,2000-04-29T23:27:19.502,15012.00767
118.50499,1.41059,-1193.72965,395099.72088,3386176.97120,1.12610,0.01809,10466584.24027,2000-05-01T15:42:56.055,15031.59390
118.51500,1.04394,-1187.53856,394933.01487,3386227.89312,1.12384,0.01944,10392655.79263,2000-04-30T19:10:43.951,15024.45689
118.52500,1.16709,-1174.94135,395022.99830,3386173.34268,1.12521,0.01994,10479083.99202,2000-05-01T19:11:23.041,15031.91599
118.53501,1.70181,-1202.80953,395255.94252,3386177.90800,1.13024,0.01920,10467253.67485,2000-05-01T15:54:09.458,15033.53662
118.54500,1.35272,-1182.54059,395056.68965,3386193.20612,1.12418,0.01889,10385754.88958,2000-04-30T17:15:39.416,15018.05660
118.55499,1.35459,-1181.84343,395102.33877,3386164.65528,1.12655,0.01803,10453283.22810,2000-05-01T12:01:26.323,15028.88679
118.56500,1.26767,-1180.83119,395059.21306,3386172.04788,1.12318,0.01865,10290376.34313,2000-04-29T14:46:11.900,15008.86840
118.57502,0.78120,-1165.19880,394833.58905,3386243.80391,1.12566,0.01824,10374063.05083,2000-04-30T14:00:51.258,15015.64940
118.58500,1.36099,-1190.20551,395137.00184,3386215.38732,1.12575,0.01520,10683508.18175,2000-05-04T03:58:11.365,15064.78296
118.59498,1.21831,-1186.62555,395058.22351,3386223.23987,1.12437,0.01766,10482653.66265,2000-05-01T20:10:40.588,15037.28519
118.60501,1.10566,-1178.11605,395013.63873,3386178.04819,1.11520,0.01781,10485106.09311,2000-05-01T20:51:38.306,15032.32541
118.61500,1.33413,-1185.48013,395107.95395,3386182.52841,1.11981,0.01826,10431362.58592,2000-05-01T05:56:05.148,15027.15920
118.62500,1.40162,-1189.89917,395140.89341,3386179.09014,1.12209,0.01811,10494602.08062,2000-05-01T23:29:52.324,15037.30883
118.63500,0.91268,-1170.38653,394898.39580,3386209.48910,1.12072,0.01838,10452428.40560,2000-05-01T11:46:53.086,15031.82198
118.64500,1.43689,-1195.73614,395124.43635,3386198.59314,1.12191,0.01797,10432330.48872,2000-05-01T06:12:03.026,15027.73376
118.65498,1.02500,-1180.50733,394996.31511,3386218.06027,1.11896,0.01752,10493887.64619,2000-05-01T23:17:55.926,15036.12590
118.66501,0.86010,-1168.35928,394925.29780,3386223.21088,1.12219,0.01643,10448002.97915,2000-05-01T10:33:21.892,15031.71755
118.67500,1.62612,-1198.40124,395344.70454,3386158.16040,1.12086,0.01662,10485334.82705,2000-05-01T20:55:30.042,15038.80301
118.68500,0.71787,-1174.62858,394907.89946,3386242.87830,1.11832,0.01573,10500385.06299,2000-05-02T01:06:20.674,15033.54824
118.69501,1.28494,-1189.03738,395196.25421,3386168.11370,1.11117,0.01602,10448632.29789,2000-05-01T10:43:40.615,15028.29287
118.70501,1.08038,-1179.64887,395061.55842,3386210.01664,1.11516,0.01686,10453240.23065,2000-05-01T12:00:32.454,15031.26440
118.71500,1.22858,-1181.16404,395126.20451,3386208.21628,1.11838,0.01689,10418930.07838,2000-05-01T02:28:36.872,15023.76963
118.72499,1.07817,-1182.41709,395060.54029,3386208.73450,1.12000,0.01648,10413060.51754,2000-05-01T00:50:55.168,15020.96434
118.73501,1.39447,-1194.48926,395197.90561,3386179.23849,1.12095,0.01743,10395325.15394,2000-04-30T19:55:28.524,15022.35616
118.74498,1.18715,-1180.23407,395101.06101,3386215.39153,1.12602,0.01818,10462618.29455,2000-05-01T14:36:50.351,15032.34638
118.75498,0.99830,-1173.62538,395023.08730,3386195.10247,1.12057,0.01707,10459100.65527,2000-05-01T13:38:04.889,15033.38946
