LONG_EAST,LAT_NORTH,TOPOGRAPHY,MOLArange,planet_rad,c,A,Ephermis Time,UTC,Orbit
184.82500,-0.73613,-2020.05199,388707.68754,3392888.35093,1.19236,0.01856,10795721.44947,1999-06-18T04:07:14.178,15146.29051
184.83499,-0.70906,-2032.14078,388685.97852,3392877.19829,1.22214,0.00967,10881034.62275,1999-06-10T23:31:45.257,15149.29380
184.84501,-0.76029,-2022.06799,388683.21004,3392887.94348,1.19385,0.00000,10633522.24748,2000-09-04T01:07:10.052,15113.82061
184.85500,-0.72782,-2014.16397,388678.95436,3392894.11279,1.20395,0.00000,10579173.97773,2000-05-15T13:30:52.872,15105.56609
184.86501,-0.69988,-2006.03367,388660.02409,3392905.14809,1.21585,0.00000,10739279.28496,1999-12-09T20:16:32.373,15131.39591
184.87501,-0.67325,-2012.60474,388718.55868,3392897.30705,1.23353,0.00000,10681392.20331,1999-11-13T03:06:30.644,15120.05344
184.88502,-0.79838,-2000.89559,388619.73452,3392907.02365,1.22072,0.00000,10629008.82886,2000-04-21T10:03:28.992,15112.78110
184.89503,-0.72167,-2009.15668,388655.89592,3392895.47464,1.21847,0.00000,10594258.44306,1999-07-05T02:59:05.286,15108.01454
184.90503,-0.67500,-2004.60371,388723.46904,3392898.35369,1.23246,0.00000,10504744.57811,1999-07-05T02:59:03.786,15095.08370
184.91499,-0.57338,-2019.85550,388729.85649,3392888.95047,1.23575,0.00000,10467330.65108,1999-03-16T03:47:23.295,15089.77887
184.92498,-0.57236,-2020.51371,388800.80436,3392885.65768,1.24047,0.00000,10398863.86714,2000-02-18T05:27:40.611,15079.93988
184.93500,-0.63073,-2023.33159,388724.47660,3392888.34396,1.27109,0.00000,10177929.86042,2000-10-05T09:13:30.952,15048.62216
184.94502,-0.73252,-2005.26358,388637.22510,3392908.17010,1.26306,0.00000,10216618.31102,1999-11-20T07:41:52.336,15053.97204
184.95501,-0.65106,-1993.13198,388657.42016,3392919.58189,1.26943,0.00000,10244697.08093,1999-05-29T15:31:37.212,15057.67395
184.96497,-0.67703,-1993.60189,388661.93452,3392918.30680,1.28131,0.00000,10214392.14352,1999-09-13T12:10:36.743,15050.09290
184.97501,-0.73062,-1985.63644,388640.54378,3392928.43959,1.29832,0.00000,10301929.34797,1999-09-13T12:10:35.243,15071.67821
184.98498,-0.64318,-2003.64072,388674.79308,3392914.13938,1.28103,0.00000,10164998.63616,1999-06-10T23:31:22.656,15046.05330
184.99497,-0.66161,-1996.52558,388655.83012,3392925.69991,1.27249,0.00000,10038802.45491,1999-05-29T15:31:31.312,15028.30223
185.00499,-0.65877,-2000.48002,388649.83030,3392925.80208,1.27125,0.00000,10299480.18320,1999-08-27T13:17:12.701,15065.49446
185.01501,-0.53161,-2023.01261,388740.21517,3392904.60593,1.25922,0.00000,10430368.95556,1999-04-13T22:11:57.089,15087.19653
185.02501,-0.59778,-2021.67707,388708.73158,3392901.20554,1.26524,0.00000,10466497.32857,1999-03-16T03:47:06.995,15089.16033
185.03500,-0.69743,-2001.12020,388629.13171,3392917.09353,1.26731,0.00000,10577511.60150,1999-07-22T01:51:09.090,15104.78712
185.04499,-0.73819,-1988.81824,388606.28647,3392926.99681,1.25979,0.00000,10729126.88137,2000-10-15T03:31:56.969,15126.80827
185.05498,-0.78360,-1982.84445,388568.60359,3392930.72992,1.27479,0.00000,10761963.49930,1999-06-08T09:49:04.658,15131.46067
185.06499,-0.74360,-1996.41620,388632.50513,3392917.86624,1.27661,0.00000,10801967.51765,1999-09-16T01:51:45.355,15136.82320
185.07498,-0.66974,-2005.15547,388684.38044,3392906.34989,1.27631,0.00000,10881702.67367,2000-01-05T13:25:53.983,15148.16887
185.08500,-0.80543,-2003.15374,388602.32990,3392914.71648,1.28891,0.00000,10982529.88638,1999-09-13T12:10:18.543,15165.71183
185.09500,-0.84304,-1998.65470,388569.99030,3392919.11196,1.28099,0.00000,10948070.22094,1999-07-07T16:40:29.340,15160.64656
185.10499,-0.81893,-1997.59390,388586.39601,3392919.62626,1.28645,0.00000,10879088.52084,1999-07-29T06:19:32.530,15147.76289
185.11500,-0.82042,-2009.47209,388561.11407,3392907.68039,1.26349,0.00000,10804057.60138,2001-05-14T19:24:00.732,15136.96415
185.12500,-0.87153,-2021.25855,388592.22383,3392893.24406,1.25753,0.00000,10693541.48554,2000-02-08T11:10:36.380,15124.63887
185.13500,-0.95872,-2017.43804,388458.32380,3392898.87944,1.25554,0.00000,10727242.67975,1999-10-17T09:55:53.310,15126.11965
185.14499,-1.02215,-2014.84599,388440.53935,3392901.08224,1.25489,0.00000,10626393.95266,2000-02-18T05:27:07.409,15114.95352
185.15499,-0.93636,-2016.59313,388499.42941,3392897.75407,1.26623,0.01540,10547528.77769,1999-08-13T04:05:32.249,15104.03337
185.16502,-0.81948,-2025.87022,388667.81628,3392888.20979,1.29828,0.01649,10256923.54982,1999-05-05T12:00:10.416,15059.85196
185.17502,-0.70909,-2030.96552,388632.01491,3392874.90897,1.28392,0.02102,10267054.49389,2000-02-22T20:21:03.782,15060.99742
185.18501,-0.75007,-2049.22496,388699.21127,3392861.79082,1.29005,0.01536,10364595.61870,1999-05-17T20:00:15.911,15075.18398
185.19500,-0.82201,-2059.68254,388626.71331,3392859.12396,1.30961,0.00000,10408950.21710,1999-06-27T22:22:59.245,15083.71200
185.20500,-0.80208,-2050.57930,388601.91798,3392863.62831,1.31245,0.00000,10543335.33473,1999-06-27T22:22:57.745,15103.23066
185.21500,-0.74691,-2062.69841,388669.43152,3392846.12073,1.29923,0.00000,10675305.81727,1999-05-10T15:23:58.373,15116.19912
185.22500,-0.77352,-2082.50584,388711.42371,3392823.50525,1.29747,0.00000,10659937.16076,1999-06-27T22:22:54.745,15119.88175
185.23499,-0.89270,-2093.77463,388655.93889,3392811.24501,1.30511,0.00000,10456020.77528,1999-04-13T22:11:23.888,15091.27263
185.24501,-0.88162,-2112.52967,388659.10989,3392789.47466,1.30452,0.00000,10611036.15203,1999-08-13T04:05:18.949,15113.61917
185.25500,-0.84272,-2092.93353,388680.43676,3392801.81452,1.31549,0.00000,10358460.37696,1999-07-24T15:31:49.244,15075.12001
185.26499,-0.97630,-2074.07501,388581.62233,3392816.12617,1.30827,0.00000,10275727.51985,2000-04-21T10:02:31.990,15063.56821
185.27500,-0.94691,-2097.36823,388603.78369,3392788.41074,1.31208,0.00000,10299186.09623,2000-11-22T16:16:36.892,15073.26178
185.28499,-0.98650,-2095.04829,388564.06566,3392794.84707,1.28293,0.00000,10255093.02040,2000-11-05T17:21:09.452,15064.07897
185.29501,-0.88059,-2116.13518,388680.75966,3392780.93683,1.26348,0.00000,10428677.09996,1999-06-01T05:12:20.690,15085.05140
185.30500,-1.05992,-2088.10973,388545.63331,3392805.20786,1.26597,0.00000,10247392.94871,1999-12-07T06:33:25.001,15059.44149
185.31499,-1.16100,-2075.39547,388433.72257,3392817.96996,1.25687,0.00000,10247497.34137,1999-10-14T20:13:24.828,15062.69247
185.32500,-1.07667,-2072.72742,388605.45755,3392816.33187,1.26168,0.00000,10023451.93029,1999-10-27T04:12:18.327,15028.01961
185.33497,-0.92839,-2098.28054,388627.51165,3392789.40043,1.27855,0.00000,10277475.78896,2000-04-18T20:20:24.160,15063.80344
185.34498,-0.88596,-2085.39196,388709.89148,3392808.26672,1.29228,0.00000,10135895.46081,1999-07-29T06:24:59.543,15043.62011
185.35502,-0.91972,-2090.36919,388676.17833,3392808.35795,1.28723,0.00000,10129545.34656,1999-08-24T23:34:57.056,15045.02737
185.36498,-0.86287,-2092.20451,388641.97220,3392808.02086,1.31908,0.00000,10290972.38066,2001-04-28T08:50:25.166,15067.83260
185.37499,-0.79805,-2083.96281,388775.82775,3392816.43759,1.33285,0.00000,10173315.09355,2000-10-12T13:48:49.173,15051.27306
185.38502,-0.83387,-2058.84619,388662.66696,3392838.32141,1.29555,0.00000,10015280.87278,2000-09-04T01:05:47.849,15031.54619
185.39498,-0.80388,-2064.66082,388680.49996,3392834.46702,1.28614,0.00000,10020952.67428,1999-12-14T11:08:43.112,15025.90697
185.40499,-0.74432,-2085.69826,388710.78618,3392826.21096,1.31421,0.00000,9843892.80296,2000-08-27T20:29:40.716,15000.29509
185.41501,-0.56508,-2100.26916,388913.37489,3392819.91844,1.33004,0.00000,9922270.14671,1999-12-09T20:15:09.670,15010.73498
185.42500,-0.56594,-2100.39613,388856.32245,3392824.36922,1.33104,0.00000,9830704.30281,1999-12-09T20:15:08.169,14997.45733
185.43499,-0.58047,-2092.38584,388814.64295,3392832.84555,1.33205,0.00000,9990116.79122,2001-05-17T09:06:06.952,15016.57753
185.44499,-0.42671,-2121.56470,388949.85581,3392806.29721,1.32141,0.00000,10063472.78590,1999-06-27T22:22:21.844,15033.39946
185.45499,-0.39994,-2128.38052,388999.05198,3392801.68555,1.33050,0.00000,10004514.41436,2001-01-23T20:09:37.640,15021.52825
185.46501,-0.40356,-2127.51867,388964.06534,3392802.06167,1.32404,0.00000,10070698.92122,1999-11-05T22:29:30.434,15030.88773
185.47503,-0.42086,-2132.05472,388964.46458,3392798.69361,1.31931,0.00000,10104667.53250,1999-09-03T17:51:40.310,15039.04093
185.48502,-0.40087,-2162.47640,389013.33343,3392769.06272,1.33656,0.00000,10135809.68507,2001-04-07T07:20:36.351,15040.14855
185.49500,-0.27740,-2191.44382,389093.59476,3392730.43936,1.34738,0.00000,10111237.30414,2000-02-22T20:20:16.581,15037.56112
185.50503,-0.12243,-2215.86743,389252.23023,3392697.64103,1.34088,0.00000,10282762.21123,1999-09-06T07:33:38.749,15062.11891
185.51501,0.01134,-2218.60019,389331.95250,3392689.46253,1.32058,0.00000,10184569.70549,2000-12-28T15:21:37.361,15048.52531
185.52502,0.01191,-2211.08374,389287.14331,3392694.34747,1.32525,0.00000,10189210.78833,1999-03-13T14:04:11.134,15052.52853
185.53501,-0.07371,-2203.10884,389221.33998,3392697.92142,1.29689,0.00000,10345611.80812,2000-04-21T10:01:51.689,15071.41221
185.54502,0.00457,-2205.14960,389337.29030,3392692.40627,1.29851,0.00000,10203328.62985,1999-08-17T18:58:48.530,15051.40821
185.55499,0.01450,-2201.05131,389300.43256,3392695.19605,1.30427,0.00000,10327404.72839,1999-05-17T19:59:20.909,15072.33284
185.56501,-0.06777,-2198.71448,389269.78745,3392697.57893,1.30322,0.00000,10249873.96136,1999-05-08T01:41:26.293,15061.45354
185.57501,-0.00097,-2197.98721,389267.29575,3392698.78465,1.29012,0.00000,10232252.52505,1999-11-13T03:04:45.141,15058.30815
185.58499,-0.20186,-2181.69811,389127.64798,3392717.43615,1.29858,0.00000,10665653.73317,2000-11-05T17:20:24.150,15116.84417
185.59500,-0.21303,-2189.92936,389192.84470,3392706.38216,1.29892,0.00000,10623981.76524,1999-07-24T15:30:58.542,15111.06113
185.60502,-0.16345,-2180.62020,389258.48566,3392711.44246,1.28725,0.00000,10450873.11491,1999-08-08T00:41:13.147,15089.76774
185.61499,-0.29176,-2170.14886,389128.57179,3392721.45593,1.29370,0.00000,10497529.32295,1999-07-02T13:16:00.527,15096.52407
185.62498,-0.19099,-2181.41874,389187.90350,3392712.93252,1.28694,0.00000,10363848.45194,1999-12-19T14:31:32.756,15074.15896
185.63500,-0.17086,-2192.85090,389201.25763,3392701.99997,1.30109,0.00000,10377454.48248,1999-05-29T15:29:55.908,15075.84777
185.64499,-0.21294,-2192.09965,389182.64595,3392704.86890,1.29732,0.00000,10484134.85066,2000-04-28T14:36:51.411,15091.25522
185.65502,-0.05562,-2215.23028,389290.35051,3392682.19795,1.32550,0.00000,10437520.68266,1999-12-26T19:06:58.380,15084.61782
185.66499,-0.00746,-2218.83271,389277.12135,3392669.57361,1.31636,0.00000,10529845.60923,1999-12-31T10:01:05.831,15100.61176
185.67500,0.00306,-2210.26499,389350.08731,3392677.84994,1.30212,0.00000,10570691.62351,2001-03-31T02:40:33.120,15109.80788
185.68500,-0.04880,-2191.98278,389265.53386,3392698.49143,1.31401,0.00000,10661593.77714,1999-10-17T09:54:30.307,15116.50093
185.69501,0.04942,-2193.39631,389310.41472,3392695.98847,1.31923,0.00000,10544164.49717,1999-06-22T18:58:29.252,15099.91908
185.70502,0.14287,-2213.78539,389394.24781,3392681.71158,1.31259,0.00000,10524885.21714,1999-03-13T14:03:44.033,15097.02198
185.71501,0.25736,-2224.98938,389480.62200,3392656.90707,1.30814,0.00000,10632659.29186,2001-06-02T19:38:34.701,15112.99817
185.72501,0.37892,-2251.81495,389846.40953,3392626.49975,1.28457,0.00000,10376487.24015,2001-06-04T20:51:54.711,15073.92156
185.73500,0.27059,-2245.86523,389655.33821,3392636.45238,1.28944,0.00000,10484996.78179,2000-03-13T08:53:31.526,15095.13096
185.74502,0.19756,-2234.99821,389531.68444,3392648.62334,1.29243,0.00000,10290031.92735,1999-09-06T07:33:02.947,15064.39713
185.75502,0.28118,-2221.97512,389509.02634,3392657.94075,1.29259,0.00000,10470243.49399,1999-09-13T12:08:37.639,15093.27727
185.76500,0.32137,-2212.21000,389501.09356,3392665.04948,1.27772,0.00000,10490639.53842,1999-12-04T16:50:52.731,15092.99085
185.77499,0.38411,-2217.97763,389548.23682,3392654.64770,1.30106,0.00000,10417434.80686,2001-01-21T06:26:04.414,15082.85257
185.78500,0.38376,-2237.63852,389555.46091,3392636.95169,1.30080,0.00000,10378791.02366,1999-10-17T09:54:15.206,15077.52612
185.79501,0.27868,-2234.00515,389517.54781,3392648.71666,1.28803,0.00000,10441827.79740,1999-11-27T12:15:16.726,15085.77385
185.80500,0.39158,-2250.86770,389596.89072,3392627.50297,1.27959,0.00000,10374377.31326,1999-05-22T10:53:19.669,15076.44778
185.81499,0.31355,-2250.39104,389520.16923,3392625.80108,1.29088,0.00000,10185191.74848,1999-09-18T03:02:01.459,15049.83869
185.82501,0.32768,-2267.15993,389533.91274,3392608.08606,1.30422,0.00000,10146639.69033,2000-01-02T23:42:01.904,15044.12073
185.83501,0.40486,-2285.46316,389583.19471,3392588.67204,1.26837,0.00000,10280515.76777,2000-01-02T23:42:00.404,15063.25338
185.84499,0.33958,-2269.88329,389503.10046,3392607.06796,1.26499,0.00000,10240056.49713,1999-06-18T04:04:39.773,15063.62244
185.85498,0.24327,-2267.97512,389453.43149,3392619.72775,1.29401,0.00000,10124898.27939,1999-11-03T08:46:30.955,15043.48790
185.86501,0.44599,-2320.08021,389620.53630,3392576.26603,1.27481,0.00000,10076209.47238,2000-12-21T10:43:26.065,15033.02105
185.87501,0.49925,-2344.89320,389608.16487,3392549.89758,1.26917,0.00000,10100766.63588,2000-05-15T13:28:19.966,15036.50789
185.88500,0.50105,-2347.90733,389723.89485,3392546.50897,1.26294,0.00000,10058961.13725,2001-02-23T15:54:17.205,15031.02197
185.89498,0.53238,-2358.79386,389795.51553,3392530.42159,1.29102,0.00000,10028451.50579,1999-09-23T06:25:16.580,15026.85857
185.90500,0.60163,-2382.08676,389852.10284,3392509.72996,1.25779,0.00000,10167518.98076,1999-11-27T12:15:00.226,15046.58902
185.91499,0.81790,-2420.67943,389951.12240,3392477.26607,1.27913,0.00000,9738731.08769,1999-07-12T07:31:48.937,14985.38254
185.92502,0.91277,-2440.37993,389987.58195,3392458.15019,1.29811,0.00000,9977960.98199,2000-02-18T05:25:11.005,15021.90606
185.93500,0.90324,-2445.63719,389994.79258,3392457.28384,1.25998,0.00000,9789261.93623,1999-03-06T09:26:53.852,14992.27129
185.94501,0.90867,-2442.53254,390040.76623,3392456.31553,1.27482,0.00227,9802315.38288,1999-09-18T03:01:42.259,14997.16346
185.95500,0.93101,-2427.86488,389989.09977,3392474.34648,1.28168,0.01655,9784715.17257,2000-03-03T14:35:42.944,14994.83152
185.96496,0.96324,-2427.51054,390030.42242,3392475.09711,1.28835,0.02331,9735677.53246,2000-01-22T12:15:50.516,14987.90038
185.97499,0.90333,-2399.42390,389934.97354,3392503.96548,1.29363,0.02827,9497041.04034,2000-01-19T22:34:27.742,14950.84621
185.98498,0.85168,-2370.97835,389879.08288,3392532.93173,1.30609,0.01703,9702579.25535,1999-07-19T12:06:52.122,14979.78509
185.99499,0.78743,-2361.18159,389845.39064,3392544.04427,1.28909,0.01716,9875769.71136,1999-08-27T13:14:43.595,15003.94203
186.00497,0.87984,-2388.07789,389944.20134,3392517.14334,1.29030,0.01699,9662960.35986,1999-04-13T22:09:27.783,14974.28426
186.01500,0.89564,-2408.59421,389971.76568,3392499.64225,1.28571,0.01723,9724522.23558,1999-05-05T11:58:03.911,14982.32172
186.02501,0.94930,-2412.68070,389999.04634,3392494.28043,1.28119,0.01717,9603298.68396,1999-05-22T10:52:46.268,14968.51087
