LONG_EAST,LAT_NORTH,TOPOGRAPHY,MOLArange,planet_rad,c,A,Ephermis Time,UTC,Orbit
190.22499,1.25738,-2472.21348,390041.87427,3392435.81418,1.15689,0.03299,10912591.38503,2000-09-30T05:36:18.337,15103.84128
190.23499,1.24246,-2493.28803,390056.11252,3392417.12197,1.16289,0.03228,10933887.54321,1999-09-22T17:45:11.053,15111.87458
190.24501,1.17759,-2485.02381,390002.29211,3392428.11860,1.14706,0.03239,10830470.29626,2001-01-08T22:12:30.807,15096.93001
190.25501,1.13140,-2464.85283,389959.77644,3392441.38545,1.13658,0.03295,10908700.17154,1999-06-03T06:12:14.947,15109.49140
190.26501,1.23886,-2472.20681,390023.66155,3392433.22815,1.12846,0.03322,10955959.60067,1999-03-15T15:04:40.673,15115.46844
190.27499,1.15022,-2467.17292,389963.02490,3392441.58356,1.14275,0.02213,10802756.23604,2000-03-22T14:29:34.613,15090.76614
190.28499,1.08269,-2476.01453,389935.62930,3392433.73697,1.14651,0.01669,10851149.79764,1999-07-04T14:16:24.044,15103.28338
190.29500,0.91575,-2460.29368,389825.44495,3392458.84067,1.13259,0.01564,10629960.46600,1999-03-20T05:58:39.397,15068.50354
190.30502,0.95980,-2459.34335,389846.65400,3392454.55683,1.10333,0.01667,10508547.20375,1999-09-20T04:02:58.142,15048.72556
190.31501,0.97025,-2465.72781,389860.75910,3392446.26853,1.12353,0.01654,10478886.94408,1999-09-25T07:26:22.660,15045.20147
190.32499,0.91305,-2461.99061,389824.31402,3392450.07118,1.10528,0.01662,10459908.00025,1999-05-10T02:41:51.948,15042.07499
190.33497,0.92760,-2462.10330,389827.94634,3392452.44031,1.13454,0.01668,10416242.39931,1999-09-15T13:09:19.122,15041.74981
190.34503,0.85317,-2437.64165,389767.11572,3392470.31710,1.14531,0.01647,10634554.31944,2000-10-24T09:07:38.608,15067.65813
190.35502,0.88977,-2428.21815,389778.23036,3392479.90740,1.15020,0.01653,10658830.69371,1999-11-05T09:47:24.810,15073.85017
190.36500,0.81494,-2423.18372,389738.04838,3392487.93264,1.14185,0.01441,10747163.64753,1999-10-29T05:11:51.282,15085.83746
190.37499,0.81248,-2425.64217,389723.38440,3392488.70765,1.14694,0.01670,10568407.57666,1999-11-29T13:15:58.271,15066.29388
190.38501,0.77032,-2427.26446,389708.66251,3392482.59261,1.12532,0.01659,10570370.18231,1999-03-01T05:51:50.810,15060.98747
190.39501,0.77381,-2433.99533,389713.25688,3392481.90664,1.13818,0.01564,10530749.26884,2001-02-11T07:39:03.069,15057.54674
190.40500,0.91001,-2438.20649,389794.21520,3392469.39885,1.12179,0.01651,10318394.65371,1999-11-22T08:40:20.675,15028.76449
190.41500,0.99686,-2456.19420,389860.51409,3392450.29921,1.13650,0.01656,10106426.75563,2000-01-19T09:53:30.820,14992.36497
190.42501,0.98410,-2465.54919,389852.07953,3392442.64201,1.14391,0.01656,10062197.97052,2000-04-28T01:55:04.371,14989.13287
190.43502,0.87863,-2457.32616,389792.63935,3392450.68788,1.14595,0.01650,9944492.76297,1999-05-10T02:41:35.247,14978.88522
190.44502,0.91606,-2463.66443,389821.20518,3392440.77256,1.11676,0.01547,10133500.23288,1999-12-23T16:43:43.183,14999.16943
190.45502,0.95121,-2475.26820,389831.14798,3392433.42515,1.11385,0.01658,9844266.27100,2000-11-07T18:20:40.140,14958.17281
190.46500,0.88759,-2479.46256,389794.49775,3392432.46771,1.12542,0.01554,9863624.40968,2000-04-03T22:27:38.022,14960.55716
190.47501,0.93610,-2492.35119,389854.69694,3392414.08900,1.12679,0.01544,9933014.38710,1999-05-17T07:17:44.485,14967.91584
190.48500,0.96760,-2498.62183,389875.37818,3392404.22211,1.12860,0.01639,9853085.52138,2001-03-09T12:30:24.341,14960.43133
190.49499,0.92786,-2492.38275,389853.04916,3392414.10470,1.13018,0.01650,9966922.47812,1999-08-12T15:22:56.009,15018.68354
190.50499,1.08365,-2525.87937,389979.58679,3392389.29537,1.12361,0.01670,10326208.57290,2000-09-23T00:59:18.563,15072.10356
190.51496,1.11643,-2514.51055,389987.86810,3392399.21932,1.12634,0.01552,10327912.84036,1999-06-27T09:40:28.606,15069.47396
190.52499,1.05240,-2513.11285,389942.67933,3392404.19889,1.13060,0.01665,10326091.79597,1999-07-26T16:30:41.959,15069.14576
190.53501,1.15731,-2533.49328,390007.79659,3392386.53116,1.12542,0.01563,10207533.33171,1999-06-20T05:05:02.381,15052.07071
190.54501,1.06142,-2530.68289,389951.98819,3392393.97453,1.13217,0.01564,10272874.57016,1999-10-07T02:55:32.946,15061.31310
190.55501,0.96646,-2516.77850,389889.60918,3392405.10391,1.14169,0.01678,10306075.82509,1999-12-11T21:14:26.814,15069.05332
190.56502,0.97448,-2503.16812,389883.79206,3392416.46612,1.13534,0.01466,10222987.56576,1999-03-15T15:03:55.772,15056.92556
190.57503,0.88583,-2478.89856,389807.73527,3392440.10832,1.12187,0.01682,10240214.94616,1999-09-03T05:09:41.174,15056.50579
190.58501,0.80079,-2459.16618,389738.95990,3392456.72489,1.12709,0.01672,10061238.49703,1999-12-23T16:43:22.582,15031.43255
190.59502,0.96483,-2483.45404,389837.77438,3392435.55052,1.13079,0.01682,9865670.03654,1999-05-07T12:58:57.267,15003.47010
190.60500,0.95594,-2487.43068,389847.94750,3392434.32531,1.13254,0.01675,10197716.13313,2000-04-18T07:38:00.624,15053.77513
190.61498,0.93975,-2486.05863,389822.26787,3392434.87632,1.12919,0.01675,10131480.22233,1999-05-27T01:35:14.000,15044.39352
190.62500,1.03362,-2492.39135,389894.37763,3392424.18341,1.11099,0.01654,10130086.98617,1999-07-14T08:32:05.564,15041.69460
190.63501,1.04909,-2490.57584,389907.20407,3392429.61917,1.12889,0.01667,10392223.41595,1999-08-19T19:58:15.437,15078.46407
190.64503,1.11883,-2502.58848,389955.32838,3392418.28573,1.13200,0.01669,10448865.97814,2000-05-31T23:39:16.566,15086.43641
190.65499,0.92865,-2482.89845,389834.71124,3392437.73388,1.13545,0.01567,10575549.55174,2000-05-31T23:39:15.066,15110.30410
190.66498,0.82201,-2461.60836,389747.70500,3392459.73407,1.12574,0.01562,10527936.87445,1999-05-31T16:29:39.263,15097.49442
190.67496,0.81361,-2467.37158,389744.60178,3392452.66536,1.12329,0.01661,10556468.66273,1999-08-29T14:15:12.101,15101.90255
190.68497,0.80946,-2457.91579,389735.29473,3392461.71582,1.14296,0.01641,10615253.48503,1999-10-09T16:36:35.131,15110.78009
190.69501,0.88701,-2462.40495,389781.07769,3392457.20746,1.14154,0.01659,10636276.50160,1999-10-26T15:29:39.600,15113.27165
190.70503,0.77907,-2455.33920,389708.84475,3392467.34197,1.13696,0.01675,10639735.92048,2000-09-06T02:04:46.516,15113.31820
190.71504,0.77348,-2470.90714,389726.73194,3392449.36981,1.12596,0.01653,10753320.04743,1999-07-31T07:24:08.455,15133.07786
190.72502,0.68393,-2461.33156,389673.32656,3392455.68764,1.12668,0.01633,10802047.34750,1999-08-19T19:58:01.836,15137.45989
190.73501,0.61489,-2470.22604,389639.89051,3392449.81383,1.14291,0.01641,10757201.61799,2000-03-12T20:11:08.296,15130.90922
190.74501,0.71694,-2474.34791,389722.99265,3392439.42871,1.11601,0.01626,10953462.56834,1999-03-27T10:33:48.169,15159.10155
190.75501,0.64364,-2463.75484,389672.09956,3392451.48474,1.11332,0.03501,10899661.54675,2000-09-30T05:34:59.034,15154.54673
190.76500,0.62095,-2461.81375,389650.64690,3392450.05319,1.11235,0.03123,10847443.07816,2001-02-18T12:16:31.613,15150.36683
190.77499,0.61029,-2450.99031,389635.87166,3392459.85773,1.12684,0.03234,10927995.14746,2000-02-20T06:25:09.564,15146.78908
190.78499,0.57874,-2431.46726,389575.86476,3392477.11037,1.12170,0.03034,10691781.01548,2000-02-24T21:19:07.940,15077.01517
190.79498,0.62576,-2436.71895,389610.15378,3392474.87879,1.12316,0.03124,10625221.11779,2000-01-21T23:34:33.294,15068.10090
190.80498,0.55970,-2432.84101,389565.84170,3392479.29255,1.13536,0.03149,10593813.87097,2001-03-04T21:33:49.543,15071.97430
190.81500,0.61864,-2447.83147,389617.28033,3392464.50331,1.13331,0.03234,10704551.08841,2000-02-27T11:00:19.631,15079.27273
190.82502,0.52413,-2429.15754,389590.98221,3392475.87812,1.10487,0.04152,11026124.12873,1999-05-14T17:34:38.304,15131.12598
190.83499,0.52829,-2438.33056,389597.75344,3392474.74130,1.11296,0.04872,10966311.91661,1999-09-22T17:43:40.650,15127.96752
190.84501,0.41950,-2432.76607,389510.76171,3392488.52957,1.11690,0.03387,10825691.47045,1999-06-24T19:57:43.259,15098.25783
190.85499,0.32329,-2416.72121,389432.44123,3392500.60173,1.11302,0.03182,10644912.30189,1999-08-10T01:40:06.158,15075.30541
190.86498,0.21174,-2405.71734,389352.09632,3392516.55473,1.13202,0.03282,10491648.13512,1999-06-03T06:10:44.043,15050.81400
190.87499,0.23136,-2410.03183,389374.06310,3392511.17113,1.13110,0.03277,10538686.42030,2000-11-05T04:37:13.561,15057.59942
190.88498,0.24692,-2406.67169,389378.57157,3392516.28992,1.12916,0.03183,10497305.58334,1999-11-12T14:21:36.616,15051.31760
190.89499,0.22246,-2398.95157,389355.15858,3392521.88919,1.12209,0.03161,10606630.02856,1999-04-13T09:27:57.761,15064.39426
190.90497,0.31709,-2409.72342,389419.17880,3392508.02371,1.09751,0.03189,10392875.27136,2000-02-07T22:26:16.450,15033.31745
190.91498,0.40257,-2428.36426,389479.31424,3392491.36194,1.07720,0.03277,10375013.79995,1999-05-24T11:52:50.822,15037.44501
190.92498,0.43645,-2439.01132,389515.49401,3392480.77239,1.06970,0.03191,10482144.31420,1999-06-17T15:22:06.433,15055.04585
190.93500,0.48616,-2450.25623,389550.40406,3392473.05779,1.09048,0.03161,10442377.05592,1999-10-16T21:11:31.079,15044.15298
190.94502,0.59615,-2453.44918,389619.72760,3392467.24088,1.08925,0.02951,10422025.85466,1999-08-19T19:57:28.635,15047.10601
190.95497,0.74341,-2455.90750,389706.70969,3392456.28997,1.09166,0.03235,10338347.74501,1999-05-10T02:40:16.944,15036.33896
190.96499,0.65194,-2438.34873,389651.27842,3392475.31475,1.11035,0.03246,10385396.00972,1999-03-03T07:02:43.175,15063.73927
190.97502,0.77196,-2458.42315,389747.37795,3392459.67874,1.10044,0.03154,10646930.62382,1999-12-19T01:48:53.131,15121.56925
190.98501,0.76997,-2454.02613,389738.73306,3392461.77988,1.11983,0.03050,10559186.16079,1999-03-15T15:02:53.169,15103.03595
190.99498,0.84613,-2482.80100,389802.52607,3392436.61259,1.09956,0.03196,10518960.50687,1999-06-03T06:10:24.843,15096.80823
191.00502,0.82380,-2485.99625,389777.24145,3392437.90110,1.10634,0.03190,10538952.29350,2000-08-17T13:28:17.421,15099.73561
191.01502,0.88705,-2498.34863,389837.19958,3392427.59289,1.11344,0.03315,10733303.41623,2000-08-03T04:16:28.037,15133.18748
191.02501,0.98111,-2519.32978,389907.79923,3392409.53431,1.12864,0.03356,10883692.10827,2000-08-24T18:04:13.141,15150.90082
191.03500,0.97574,-2517.58875,389906.39668,3392413.99280,1.15183,0.04285,10941160.55752,1999-05-24T11:52:32.621,15156.36202
191.04499,1.02269,-2520.84024,389936.11938,3392411.49290,1.11531,0.04301,10766244.76446,1999-05-24T11:52:31.121,15131.40527
191.05499,0.92739,-2512.73347,389871.94945,3392422.40514,1.11198,0.03893,10816554.30346,2000-04-28T01:53:28.767,15141.62032
191.06499,0.91403,-2501.19679,389862.53651,3392431.09112,1.11193,0.03203,10873434.92319,1999-07-14T08:30:59.161,15146.91568
191.07499,0.99640,-2485.95800,389884.03010,3392438.59068,1.10993,0.03309,10641369.34266,1999-08-27T00:32:47.857,15114.11471
191.08500,1.04115,-2470.24232,389879.83346,3392449.64999,1.14029,0.02093,10284121.35218,1999-05-24T11:52:25.021,15063.56078
191.09501,1.05462,-2488.49940,389900.78759,3392433.84411,1.14270,0.01642,10309569.04071,1999-05-24T11:52:23.521,15070.48613
191.10500,1.01511,-2482.63182,389846.43539,3392438.39228,1.14227,0.01672,10045021.79161,2000-08-24T18:04:01.240,15029.16679
191.11498,1.06133,-2484.63539,389879.51758,3392434.44777,1.12523,0.01662,10084939.22385,2000-09-30T05:34:05.532,15047.36757
191.12501,0.90161,-2467.81286,389751.32490,3392457.90135,1.12417,0.01543,9994088.86545,1999-12-23T16:42:02.579,15025.52498
191.13499,0.86168,-2459.97769,389717.39965,3392464.07320,1.13605,0.01650,9886701.10660,1999-07-21T13:06:02.642,15010.39017
191.14499,0.87048,-2466.11922,389737.37808,3392456.19412,1.14601,0.01545,9988713.64331,1999-07-07T03:55:31.393,15021.65539
191.15499,0.76976,-2459.93558,389670.30113,3392466.15028,1.14965,0.01671,10023065.78806,2000-09-06T02:03:38.713,15026.08095
191.16498,0.68481,-2455.77330,389612.67913,3392473.38132,1.11590,0.01688,9726025.05698,1999-08-24T10:50:31.113,14983.53788
191.17498,0.59616,-2446.47779,389544.05511,3392486.15077,1.12561,0.01677,9667685.83402,1999-03-27T10:32:44.167,14975.57510
191.18498,0.55358,-2435.50346,389498.14699,3392497.07887,1.12305,0.01673,9479333.04320,2000-04-11T03:01:13.667,14949.02082
191.19499,0.68678,-2458.50847,389585.93763,3392480.35032,1.09981,0.01676,9556739.07882,1999-03-20T05:56:24.892,14966.09870
191.20500,0.81177,-2486.25384,389681.74454,3392458.11879,1.11698,0.01585,9914620.23174,1999-06-15T01:40:05.787,15009.98642
191.21500,0.75638,-2490.00440,389665.14426,3392453.22724,1.11767,0.01569,9997217.43776,1999-05-14T17:33:39.602,15028.37430
191.22502,0.74575,-2473.67249,389639.51206,3392467.05773,1.12229,0.01571,9906018.43871,1999-06-10T10:45:55.911,15009.18773
191.23501,0.78706,-2482.77122,389672.19237,3392455.07194,1.10338,0.01673,9995805.03530,1999-05-17T07:15:49.481,15025.26069
191.24499,0.74808,-2472.38361,389629.28604,3392461.78596,1.11617,0.01665,9669694.17439,2000-01-29T04:08:44.523,14985.44654
191.25497,0.81003,-2479.40895,389675.34376,3392450.12309,1.12237,0.01664,9980798.43357,2000-10-21T19:23:00.949,15020.31534
191.26499,0.67602,-2458.55584,389581.20603,3392470.99221,1.12171,0.01645,10085881.47522,1999-03-10T11:38:13.754,15038.76791
191.27499,0.54890,-2444.34222,389492.33882,3392486.48872,1.13097,0.01554,9965258.36029,1999-10-26T15:28:12.197,15021.16315
191.28498,0.61290,-2453.40566,389551.57993,3392478.42917,1.12936,0.01668,10163819.89633,2000-03-05T15:34:26.208,15052.28651
191.29500,0.62155,-2455.97052,389546.02116,3392471.18590,1.12007,0.01547,9968545.91924,1999-03-03T07:01:54.473,15015.69061
191.30499,0.59775,-2441.48824,389529.50586,3392485.89306,1.12858,0.01653,10083149.51471,1999-05-07T12:57:10.363,15041.22079
191.31498,0.55962,-2443.30934,389505.53555,3392478.93848,1.09755,0.01535,10123181.71826,2000-01-05T00:40:25.151,15041.03288
191.32499,0.45199,-2439.26275,389439.90662,3392487.52531,1.09680,0.01546,10132931.21725,1999-08-07T11:57:43.703,15045.14023
191.33500,0.35710,-2431.90085,389376.60425,3392500.61873,1.10943,0.01664,10185405.92435,1999-08-24T10:50:05.912,15049.30980
191.34501,0.47786,-2447.24908,389447.35120,3392486.05629,1.09196,0.01675,10100631.81653,2000-02-05T08:43:53.568,15036.97803
191.35501,0.40303,-2454.27734,389416.98518,3392489.46235,1.10827,0.01579,10115761.68351,1999-05-29T02:45:41.979,15038.66842
191.36500,0.36593,-2460.63844,389405.00174,3392486.63377,1.12180,0.01692,10071472.01634,1999-11-26T23:31:27.700,15035.52030
191.37500,0.43815,-2477.96991,389467.26036,3392468.90652,1.11107,0.01689,10300566.18926,2000-04-11T03:00:45.166,15068.05028
191.38499,0.44745,-2486.28213,389494.36100,3392464.83814,1.15408,0.01699,10450242.93272,1999-08-19T19:56:22.533,15088.97054
191.39500,0.50602,-2491.32881,389526.40041,3392459.10752,1.10030,0.01697,10318895.36137,1999-05-24T11:51:38.119,15070.43891
191.40498,0.62819,-2497.16052,389600.94204,3392448.85344,1.10179,0.01566,10537319.47435,1999-05-14T17:33:10.901,15101.86689
191.41502,0.68992,-2500.10634,389642.73264,3392443.80122,1.09030,0.01776,10314943.50549,1999-12-26T06:23:17.852,15067.60474
191.42498,0.55973,-2490.45319,389560.69304,3392464.87864,1.10936,0.01578,10363316.71274,1999-07-24T02:47:10.897,15080.00075
191.43500,0.54030,-2487.04981,389538.08729,3392469.34456,1.11694,0.01574,10143152.28067,2000-03-22T14:26:41.006,15045.80735
191.44502,0.67603,-2502.94994,389650.23970,3392441.21366,1.09693,0.01665,10137831.87546,2001-02-23T03:10:16.559,15042.53829
191.45499,0.67034,-2507.37510,389641.81218,3392435.29329,1.11001,0.01650,10067387.72525,2000-11-29T08:08:42.651,15032.96993
191.46499,0.64424,-2493.07857,389614.55848,3392444.41779,1.11192,0.01646,10052618.99684,1999-08-27T00:31:49.555,15030.99342
191.47499,0.70297,-2496.60578,389661.55059,3392437.30415,1.09248,0.01658,10043036.66630,1999-11-02T20:03:14.128,15029.29366
191.48498,0.73208,-2485.86866,389682.32660,3392445.92124,1.11700,0.01645,10276800.02550,2000-02-22T07:35:25.248,15065.79488
191.49498,0.78889,-2527.51700,389749.56829,3392410.14646,1.12761,0.01650,10314905.65396,1999-06-07T21:03:41.322,15071.06601
191.50498,0.78857,-2546.14771,389776.91856,3392393.02481,1.12072,0.01656,10394811.33599,2000-10-12T01:04:11.198,15079.16268
191.51500,0.76138,-2519.79762,389729.15664,3392415.67755,1.14046,0.02298,10168504.82136,1999-03-27T10:31:53.265,15047.50748
191.52500,0.78166,-2502.75285,389711.37191,3392430.27813,1.14614,0.03171,9914847.05746,1999-06-05T07:21:23.227,15011.62682
191.53502,0.64053,-2480.76633,389592.80446,3392454.84438,1.13346,0.04644,9862918.18021,1999-03-10T11:37:34.053,15004.11993
191.54499,0.69222,-2505.30762,389644.95710,3392429.63495,1.12578,0.02090,9891934.15783,1999-06-10T10:45:08.509,15008.09131
191.55498,0.71342,-2511.41022,389664.35702,3392426.56807,1.12574,0.01664,9760076.84495,2000-12-11T03:40:04.513,14989.02478
191.56499,0.62073,-2508.64038,389619.31409,3392431.54589,1.11749,0.01668,9925716.79307,1999-07-04T14:13:10.636,15012.38176
191.57501,0.45795,-2493.11332,389509.41163,3392444.36909,1.14642,0.01541,9884841.03726,1999-09-03T05:07:11.068,15007.05798
191.58497,0.43994,-2496.28314,389505.85259,3392440.90180,1.15955,0.02702,10087043.70093,2000-08-07T19:08:46.910,15038.97079
191.59500,0.52165,-2520.37655,389570.69282,3392423.72400,1.14549,0.03102,10314369.01266,2000-08-07T19:08:45.410,15070.68131
191.60499,0.55270,-2541.00734,389601.17475,3392406.88017,1.13687,0.03227,10134513.19421,2000-12-13T17:22:29.235,15041.92025
191.61498,0.53939,-2539.57689,389591.39866,3392407.32248,1.12821,0.03344,10128215.67011,1999-06-15T01:39:04.285,15040.94166
191.62501,0.48122,-2541.11929,389558.82291,3392405.57908,1.11156,0.03336,10091161.03510,1999-07-18T23:23:32.576,15038.88955
191.63501,0.48201,-2532.99630,389553.26811,3392417.26040,1.13483,0.03371,10166042.34365,1999-07-04T14:13:00.036,15045.92210
191.64502,0.37788,-2513.04906,389459.33471,3392434.16013,1.16379,0.02474,9728340.29862,1999-08-19T19:55:43.631,14983.89205
191.65502,0.30401,-2514.91157,389428.13994,3392427.42351,1.16171,0.01673,9562723.24017,1999-05-07T12:56:17.561,14960.81375
191.66500,0.28976,-2516.24252,389420.96679,3392424.84923,1.13112,0.01569,9579243.76193,1999-05-07T12:56:16.061,14962.93015
191.67501,0.18396,-2517.48827,389359.42574,3392421.82802,1.14679,0.01672,9565431.80708,2000-10-12T01:03:45.497,14964.30844
191.68500,0.20110,-2517.65691,389381.17088,3392420.26262,1.14175,0.01665,9795483.42049,1999-09-12T23:23:54.701,15000.14508
191.69502,0.17120,-2498.86769,389334.71955,3392439.73861,1.14495,0.01651,9666134.29884,2000-05-22T05:19:54.638,14976.05835
191.70501,0.11633,-2484.93192,389296.38803,3392448.86696,1.15906,0.01657,9666412.29966,1999-09-22T17:41:29.745,14975.94588
191.71502,0.03038,-2458.95088,389219.55146,3392472.40232,1.14348,0.01639,9567834.42262,1999-06-27T09:37:27.699,14965.52003
191.72503,0.04460,-2466.11908,389232.49150,3392460.11840,1.12473,0.01646,9628816.19923,1999-05-31T16:26:58.957,14970.93197
191.73501,0.04656,-2468.40916,389230.41265,3392454.78746,1.11550,0.02281,9550939.52713,2000-05-05T06:27:10.238,14960.36568
191.74501,0.01095,-2477.12886,389218.10163,3392446.46492,1.11871,0.02425,9397319.32549,1999-09-12T23:23:45.701,14938.62324
191.75503,-0.00269,-2478.33194,389206.78587,3392444.83427,1.12255,0.02502,9462081.94058,2000-01-12T05:14:44.077,14947.71719
191.76502,-0.04991,-2454.84992,389146.76447,3392462.53664,1.12636,0.03259,9378427.81244,1999-09-17T14:17:53.723,14938.94316
191.77500,-0.17439,-2421.37724,389054.91544,3392488.81695,1.11819,0.03097,9652352.61186,1999-07-02T00:30:44.180,14978.46066
191.78500,-0.19463,-2409.44192,389053.96050,3392494.49682,1.12757,0.03189,9972928.37085,1999-07-02T00:30:42.680,15021.11658
191.79499,-0.13739,-2434.83050,389116.88798,3392476.13660,1.13916,0.03195,10085320.01925,2000-02-07T22:24:02.645,15036.95705
191.80497,-0.22902,-2424.37555,389054.70720,3392486.24154,1.11814,0.02637,9886471.83409,1999-07-18T23:23:05.975,15009.21097
191.81501,-0.32177,-2413.05214,388990.13898,3392501.88254,1.13435,0.01604,9843156.64273,1999-06-27T09:37:12.698,15005.45189
191.82501,-0.41864,-2394.63630,388907.75782,3392520.40474,1.15080,0.01604,9718597.05074,1999-05-14T17:32:07.399,14987.80285
191.83502,-0.40140,-2406.17981,388922.94308,3392512.31547,1.12930,0.01504,9783683.94317,1999-03-10T11:36:49.651,14999.81053
191.84500,-0.44374,-2397.98686,388895.24427,3392521.07245,1.13970,0.01604,9873805.54590,2000-01-29T04:07:14.120,15006.83999
191.85502,-0.51882,-2402.06115,388845.41933,3392520.88596,1.11259,0.01619,9802911.22994,1999-05-29T02:44:27.276,14999.38094
191.86501,-0.55141,-2398.92178,388821.48084,3392523.81053,1.09309,0.01611,9712420.86025,1999-03-27T10:31:00.663,14983.78160
191.87498,-0.63278,-2405.14875,388791.10423,3392514.27556,1.11354,0.01289,9888314.63365,1999-09-29T22:16:39.657,15011.66153
191.88498,-0.60491,-2425.98831,388814.25546,3392501.62329,1.11279,0.01622,9671802.96684,1999-09-29T22:16:38.157,14977.73838
191.89499,-0.66808,-2413.58664,388788.06977,3392515.92863,1.09924,0.01624,9946986.93635,1999-05-07T12:55:41.460,15016.65031
191.90501,-0.59095,-2405.17387,388821.17526,3392524.27426,1.11930,0.01617,9801495.67299,1999-05-29T02:44:19.776,14996.23536
191.91500,-0.61860,-2385.30819,388771.66525,3392552.72721,1.11662,0.01640,9431462.28346,2000-01-12T05:14:20.076,14943.18404
191.92501,-0.75348,-2381.85219,388698.43526,3392558.82368,1.11459,0.01637,9582707.12685,1999-07-24T02:45:56.194,14970.73918
191.93501,-0.77541,-2400.91889,388712.11740,3392540.85496,1.11291,0.01623,9697044.56080,2000-03-22T14:25:25.303,14981.25180
191.94501,-0.70538,-2411.98350,388760.50063,3392526.13098,1.12078,0.01632,9683245.02481,1999-09-22T17:40:57.543,14985.08669
191.95501,-0.68917,-2404.42661,388759.50160,3392533.69706,1.12193,0.01623,9810539.01787,2001-03-25T22:58:33.433,14997.33081
191.96501,-0.58785,-2417.25264,388833.82128,3392523.83200,1.10453,0.01509,9872130.22880,1999-05-29T02:44:10.775,15003.25503
191.97501,-0.48249,-2422.36622,388892.34249,3392521.92787,1.11103,0.01627,9744380.51639,1999-09-17T14:17:22.922,14990.84702
191.98500,-0.44716,-2417.85557,388904.59713,3392527.35103,1.13752,0.01508,9852673.19849,1999-04-13T09:25:12.255,15003.50269
191.99501,-0.32162,-2431.54248,388980.24928,3392515.22237,1.14701,0.01633,9955192.47954,2000-02-07T22:23:32.744,15017.53721
192.00497,-0.31609,-2438.48143,388992.63925,3392506.85764,1.13240,0.01623,9739878.78377,2000-05-29T09:54:33.870,14990.31999
192.01498,-0.41846,-2439.46038,388931.06384,3392510.44524,1.12003,0.01627,9491481.31951,2000-03-25T04:06:33.219,14952.04049
192.02500,-0.65895,-2418.15811,388790.17184,3392531.50065,1.11498,0.01617,9593357.53848,1999-07-31T07:20:50.647,14966.74775
192.03499,-0.55547,-2442.22701,388878.96448,3392513.43111,1.14473,0.01641,9748808.69243,1999-10-14T07:27:23.394,14988.11484
192.04500,-0.61867,-2421.45986,388827.67096,3392536.43668,1.15922,0.01647,10037754.30356,1999-12-09T07:28:42.637,15028.86530
192.05501,-0.58823,-2421.32967,388831.20887,3392538.82475,1.15628,0.01639,9921573.44345,1999-07-21T13:03:43.936,15015.65974
192.06501,-0.61204,-2416.45506,388819.34026,3392541.85212,1.15314,0.01535,9755376.63603,2000-01-19T09:49:24.011,14991.97442
192.07500,-0.60586,-2421.76258,388830.82289,3392535.22059,1.14416,0.01642,9874141.64315,1999-03-03T06:59:58.069,15008.85985
192.08499,-0.60517,-2403.98182,388831.36983,3392550.07406,1.16089,0.01623,9996430.98682,1999-12-09T07:28:36.737,15026.67100
192.09500,-0.59582,-2398.16218,388841.19551,3392547.94138,1.18458,0.01749,10285128.38890,1999-06-05T07:19:58.724,15062.06462
192.10500,-0.53980,-2428.63237,388896.43295,3392522.05388,1.17189,0.02414,10239140.44366,1999-03-17T16:12:26.129,15058.09586
192.11499,-0.69488,-2416.26439,388800.77680,3392543.51691,1.16721,0.02690,10344474.77202,1999-07-09T05:05:10.029,15072.63032
192.12502,-0.84495,-2410.78579,388721.61560,3392559.69323,1.18382,0.03186,10437012.96117,1999-11-19T18:54:01.201,15088.45295
192.13503,-0.82638,-2418.98237,388738.07838,3392550.52191,1.16352,0.03330,10608824.69737,2000-01-29T04:06:30.518,15112.34776
192.14501,-0.86671,-2405.53898,388693.81515,3392565.16636,1.14354,0.03202,10489496.69922,1999-10-24T01:44:01.012,15092.61060
192.15502,-0.83594,-2388.77217,388700.66277,3392580.14667,1.16936,0.02976,10351157.64446,1999-12-26T06:21:27.048,15073.09001
192.16501,-0.91158,-2387.34011,388648.48047,3392588.80749,1.16484,0.03297,10205234.64974,2000-01-21T23:31:08.286,15052.56190
192.17500,-0.92958,-2402.69467,388646.46688,3392573.02754,1.15464,0.03330,10066146.56751,1999-09-27T08:33:53.252,15038.56308
192.18500,-0.96161,-2411.91488,388641.33655,3392564.28394,1.14202,0.03311,10194004.14828,2001-02-11T07:34:32.758,15053.83517
192.19499,-0.86978,-2434.89728,388712.38753,3392543.65586,1.14697,0.03213,10088262.22832,2000-05-15T00:43:17.214,15032.55281
192.20498,-0.91722,-2422.61054,388662.75227,3392555.73860,1.14328,0.03213,10007156.87011,1999-06-22T06:13:00.006,15024.13774
192.21498,-0.98385,-2404.35311,388628.02768,3392575.38459,1.13442,0.03213,10172837.94122,1999-04-30T08:18:39.527,15047.60266
192.22498,-0.95649,-2413.57214,388648.27124,3392568.48635,1.12908,0.03227,10142885.53375,1999-09-27T08:33:45.752,15043.14911
192.23501,-1.02212,-2406.14773,388607.80584,3392575.05095,1.11873,0.03319,10235860.17325,1999-08-17T06:12:11.081,15059.66335
192.24500,-0.92365,-2403.64716,388659.22757,3392574.82853,1.12906,0.03097,10195070.30272,2000-01-09T15:32:09.599,15053.88496
192.25503,-0.94363,-2418.46487,388652.76685,3392566.02994,1.12975,0.03317,10132016.06290,1999-03-13T01:17:26.703,15041.90675
